Object URL,Object,Date Publication,Tag,Category,published_in_Tag,Subject_Tag,depicts_Tag,publisher_Tag,author_Tag
https://news.artnet.com/art-world/mfa-houston-bellotto-restitution-debate-2000062,Restitution Experts Blast Houston’s Museum of Fine Arts for Refusing to Return a Painting Once Purchased for Hitler’s Museum,2021-08-18T00:00:00Z,news article,Event,Artnet News,persecution,provenance research,,
https://www.wsj.com/articles/museum-of-modern-art-returns-painting-to-heirs-of-jewish-collector-1447715089,Museum of Modern Art Returns Painting to Heirs of Man Who Fled Nazis,2015-11-16T00:00:00Z,news article,Event,The Wall Street Journal,Sand Hills in Engadine,provenance research,,
https://www.wsj.com/articles/museum-of-modern-art-returns-painting-to-heirs-of-jewish-collector-1447715089,Museum of Modern Art Returns Painting to Heirs of Man Who Fled Nazis,2015-11-16T00:00:00Z,news article,Event,The Wall Street Journal,claim for restitution of an artwork,provenance research,,
https://www.wsj.com/articles/museum-of-modern-art-returns-painting-to-heirs-of-jewish-collector-1447715089,Museum of Modern Art Returns Painting to Heirs of Man Who Fled Nazis,2015-11-16T00:00:00Z,news article,Event,The Wall Street Journal,Kurt Feldhäusser,provenance research,,
https://www.wsj.com/articles/museum-of-modern-art-returns-painting-to-heirs-of-jewish-collector-1447715089,Museum of Modern Art Returns Painting to Heirs of Man Who Fled Nazis,2015-11-16T00:00:00Z,news article,Event,The Wall Street Journal,Dr. Max Fischer,provenance research,,
https://www.wsj.com/articles/museum-of-modern-art-returns-painting-to-heirs-of-jewish-collector-1447715089,Museum of Modern Art Returns Painting to Heirs of Man Who Fled Nazis,2015-11-16T00:00:00Z,news article,Event,The Wall Street Journal,erroneous provenance (artwork),provenance research,,
https://www.wsj.com/articles/museum-of-modern-art-returns-painting-to-heirs-of-jewish-collector-1447715089,Museum of Modern Art Returns Painting to Heirs of Man Who Fled Nazis,2015-11-16T00:00:00Z,news article,Event,The Wall Street Journal,Museum of Modern Art,provenance research,,
https://www.wsj.com/articles/museum-of-modern-art-returns-painting-to-heirs-of-jewish-collector-1447715089,Museum of Modern Art Returns Painting to Heirs of Man Who Fled Nazis,2015-11-16T00:00:00Z,news article,Event,The Wall Street Journal,restitution of Nazi-looted art,provenance research,,
https://www.wsj.com/articles/museum-of-modern-art-returns-painting-to-heirs-of-jewish-collector-1447715089,Museum of Modern Art Returns Painting to Heirs of Man Who Fled Nazis,2015-11-16T00:00:00Z,news article,Event,The Wall Street Journal,Ernst Ludwig Kirchner,provenance research,,
http://web.archive.org/web/20200824085549/https://www.nytimes.com/1977/10/28/archives/grunewald-painting-disclosed-as-fake.html,'Grunewald' Painting Disclosed as Fake,1977-10-28T00:00:00Z,work,Event,The New York Times,Cleveland Museum of Art,provenance,,
http://web.archive.org/web/20200824085549/https://www.nytimes.com/1977/10/28/archives/grunewald-painting-disclosed-as-fake.html,'Grunewald' Painting Disclosed as Fake,1977-10-28T00:00:00Z,news article,Event,The New York Times,Cleveland Museum of Art,provenance,,
http://web.archive.org/web/20200824085549/https://www.nytimes.com/1977/10/28/archives/grunewald-painting-disclosed-as-fake.html,'Grunewald' Painting Disclosed as Fake,1977-10-28T00:00:00Z,work,Event,The New York Times,erroneous provenance (artwork),provenance,,
http://web.archive.org/web/20200824085549/https://www.nytimes.com/1977/10/28/archives/grunewald-painting-disclosed-as-fake.html,'Grunewald' Painting Disclosed as Fake,1977-10-28T00:00:00Z,news article,Event,The New York Times,erroneous provenance (artwork),provenance,,
http://web.archive.org/web/20200824085549/https://www.nytimes.com/1977/10/28/archives/grunewald-painting-disclosed-as-fake.html,'Grunewald' Painting Disclosed as Fake,1977-10-28T00:00:00Z,work,Event,The New York Times,Frederick Mont,provenance,,
http://web.archive.org/web/20200824085549/https://www.nytimes.com/1977/10/28/archives/grunewald-painting-disclosed-as-fake.html,'Grunewald' Painting Disclosed as Fake,1977-10-28T00:00:00Z,news article,Event,The New York Times,Frederick Mont,provenance,,
http://web.archive.org/web/20200824085549/https://www.nytimes.com/1977/10/28/archives/grunewald-painting-disclosed-as-fake.html,'Grunewald' Painting Disclosed as Fake,1977-10-28T00:00:00Z,work,Event,The New York Times,forgery,provenance,,
http://web.archive.org/web/20200824085549/https://www.nytimes.com/1977/10/28/archives/grunewald-painting-disclosed-as-fake.html,'Grunewald' Painting Disclosed as Fake,1977-10-28T00:00:00Z,news article,Event,The New York Times,forgery,provenance,,
https://www.nytimes.com/1977/10/28/archives/grunewald-painting-disclosed-as-fake.html,'Grunewald' Painting Disclosed as Fake,1977-10-28T00:00:00Z,work,Event,The New York Times,forgery,provenance,,
https://www.nytimes.com/1977/10/28/archives/grunewald-painting-disclosed-as-fake.html,'Grunewald' Painting Disclosed as Fake,1977-10-28T00:00:00Z,news article,Event,The New York Times,forgery,provenance,,
https://www.nytimes.com/1977/10/28/archives/grunewald-painting-disclosed-as-fake.html,'Grunewald' Painting Disclosed as Fake,1977-10-28T00:00:00Z,work,Event,The New York Times,Cleveland Museum of Art,provenance,,
https://www.nytimes.com/1977/10/28/archives/grunewald-painting-disclosed-as-fake.html,'Grunewald' Painting Disclosed as Fake,1977-10-28T00:00:00Z,news article,Event,The New York Times,Cleveland Museum of Art,provenance,,
https://www.nytimes.com/1977/10/28/archives/grunewald-painting-disclosed-as-fake.html,'Grunewald' Painting Disclosed as Fake,1977-10-28T00:00:00Z,work,Event,The New York Times,erroneous provenance (artwork),provenance,,
https://www.nytimes.com/1977/10/28/archives/grunewald-painting-disclosed-as-fake.html,'Grunewald' Painting Disclosed as Fake,1977-10-28T00:00:00Z,news article,Event,The New York Times,erroneous provenance (artwork),provenance,,
https://www.nytimes.com/1977/10/28/archives/grunewald-painting-disclosed-as-fake.html,'Grunewald' Painting Disclosed as Fake,1977-10-28T00:00:00Z,work,Event,The New York Times,Frederick Mont,provenance,,
https://www.nytimes.com/1977/10/28/archives/grunewald-painting-disclosed-as-fake.html,'Grunewald' Painting Disclosed as Fake,1977-10-28T00:00:00Z,news article,Event,The New York Times,Frederick Mont,provenance,,
https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,work,Event,Artnet News,El Greco,Pinakos Inc,,
https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,news article,Event,Artnet News,El Greco,Pinakos Inc,,
https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,work,Event,Artnet News,looted art,Pinakos Inc,,
https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,news article,Event,Artnet News,looted art,Pinakos Inc,,
https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,work,Event,Artnet News,Portrait of a Gentleman,Pinakos Inc,,
https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,news article,Event,Artnet News,Portrait of a Gentleman,Pinakos Inc,,
https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,work,Event,Artnet News,erroneous provenance (artwork),Pinakos Inc,,
https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,news article,Event,Artnet News,erroneous provenance (artwork),Pinakos Inc,,
https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,work,Event,Artnet News,Frederick Mont,Pinakos Inc,,
https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,news article,Event,Artnet News,Frederick Mont,Pinakos Inc,,
https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,work,Event,Artnet News,Nazi plunder,Pinakos Inc,,
https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,news article,Event,Artnet News,Nazi plunder,Pinakos Inc,,
http://web.archive.org/web/20160807034030/https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,work,Event,Artnet News,El Greco,Pinakos Inc,,
http://web.archive.org/web/20160807034030/https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,news article,Event,Artnet News,El Greco,Pinakos Inc,,
http://web.archive.org/web/20160807034030/https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,work,Event,Artnet News,looted art,Pinakos Inc,,
http://web.archive.org/web/20160807034030/https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,news article,Event,Artnet News,looted art,Pinakos Inc,,
http://web.archive.org/web/20160807034030/https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,work,Event,Artnet News,Portrait of a Gentleman,Pinakos Inc,,
http://web.archive.org/web/20160807034030/https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,news article,Event,Artnet News,Portrait of a Gentleman,Pinakos Inc,,
http://web.archive.org/web/20160807034030/https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,work,Event,Artnet News,erroneous provenance (artwork),Pinakos Inc,,
http://web.archive.org/web/20160807034030/https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,news article,Event,Artnet News,erroneous provenance (artwork),Pinakos Inc,,
http://web.archive.org/web/20160807034030/https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,work,Event,Artnet News,Frederick Mont,Pinakos Inc,,
http://web.archive.org/web/20160807034030/https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,news article,Event,Artnet News,Frederick Mont,Pinakos Inc,,
http://web.archive.org/web/20160807034030/https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,work,Event,Artnet News,Nazi plunder,Pinakos Inc,,
http://web.archive.org/web/20160807034030/https://news.artnet.com/market/el-greco-nazis-loot-returned-280817,El Greco Stolen by Nazis and Sold by Knoedler Returns to Rightful Owners,2015-03-24T00:00:00Z,news article,Event,Artnet News,Nazi plunder,Pinakos Inc,,
https://www.nytimes.com/2020/02/08/arts/met-art-nazi-loot.html,The Mystery of the Painting in Gallery 634,2020-02-08T00:00:00Z,news article,Event,The New York Times,Eustache Le Sueur,persecution of Jews in the Nazi era,,
https://www.nytimes.com/2020/02/08/arts/met-art-nazi-loot.html,The Mystery of the Painting in Gallery 634,2020-02-08T00:00:00Z,news article,Event,The New York Times,The Rape of Tamar,persecution of Jews in the Nazi era,,
https://www.nytimes.com/2020/02/08/arts/met-art-nazi-loot.html,The Mystery of the Painting in Gallery 634,2020-02-08T00:00:00Z,news article,Event,The New York Times,provenance,persecution of Jews in the Nazi era,,
https://www.nytimes.com/2020/02/08/arts/met-art-nazi-loot.html,The Mystery of the Painting in Gallery 634,2020-02-08T00:00:00Z,news article,Event,The New York Times,Metropolitan Museum of Art,persecution of Jews in the Nazi era,,
https://www.nytimes.com/2020/02/08/arts/met-art-nazi-loot.html,The Mystery of the Painting in Gallery 634,2020-02-08T00:00:00Z,news article,Event,The New York Times,claim for restitution of an artwork,persecution of Jews in the Nazi era,,
https://www.nytimes.com/2020/02/08/arts/met-art-nazi-loot.html,The Mystery of the Painting in Gallery 634,2020-02-08T00:00:00Z,news article,Event,The New York Times,Siegfried Aram,persecution of Jews in the Nazi era,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,non-fiction,Event,,claim for restitution of an artwork,persecution of Jews in the Nazi era,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,non-fiction,Event,,art market,persecution of Jews in the Nazi era,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,literary work,Event,,Landscape with Smokestacks,persecution of Jews in the Nazi era,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,literary work,Event,,The Holocaust,persecution of Jews in the Nazi era,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,non-fiction,Event,,Friedrich Gutmann,persecution of Jews in the Nazi era,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,non-fiction,Event,,Nazi plunder,persecution of Jews in the Nazi era,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,literary work,Event,,claim for restitution of an artwork,persecution of Jews in the Nazi era,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,literary work,Event,,art market,persecution of Jews in the Nazi era,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,literary work,Event,,Friedrich Gutmann,persecution of Jews in the Nazi era,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,literary work,Event,,Nazi plunder,persecution of Jews in the Nazi era,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,non-fiction,Event,,Landscape with Smokestacks,persecution of Jews in the Nazi era,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,non-fiction,Event,,The Holocaust,persecution of Jews in the Nazi era,,
https://www.theartnewspaper.com/2023/01/27/van-gogh-olive-grove-landscape-nazi-forced-sale,Was Van Gogh's olive grove landscape another Nazi-era 'forced sale'?,2023-01-27T00:00:00Z,news article,Event,The Art Newspaper,Metropolitan Museum of Art,persecution of Jews in the Nazi era,,
https://www.theartnewspaper.com/2023/01/27/van-gogh-olive-grove-landscape-nazi-forced-sale,Was Van Gogh's olive grove landscape another Nazi-era 'forced sale'?,2023-01-27T00:00:00Z,news article,Event,The Art Newspaper,provenance research,persecution of Jews in the Nazi era,,
https://www.theartnewspaper.com/2023/01/27/van-gogh-olive-grove-landscape-nazi-forced-sale,Was Van Gogh's olive grove landscape another Nazi-era 'forced sale'?,2023-01-27T00:00:00Z,news article,Event,The Art Newspaper,Vincent van Gogh,persecution of Jews in the Nazi era,,
https://www.theartnewspaper.com/2023/01/27/van-gogh-olive-grove-landscape-nazi-forced-sale,Was Van Gogh's olive grove landscape another Nazi-era 'forced sale'?,2023-01-27T00:00:00Z,news article,Event,The Art Newspaper,deaccessioned object,persecution of Jews in the Nazi era,,
https://www.theartnewspaper.com/2018/11/13/austria-returns-wrong-klimt-to-wrong-family,Austria returns wrong Klimt to wrong family,2018-11-13T00:00:00Z,news article,Event,The Art Newspaper,erroneous provenance (artwork),persecution of Jews in the Nazi era,,
https://www.theartnewspaper.com/2018/11/13/austria-returns-wrong-klimt-to-wrong-family,Austria returns wrong Klimt to wrong family,2018-11-13T00:00:00Z,news article,Event,The Art Newspaper,Gustav Klimt,persecution of Jews in the Nazi era,,
https://www.theartnewspaper.com/2018/11/13/austria-returns-wrong-klimt-to-wrong-family,Austria returns wrong Klimt to wrong family,2018-11-13T00:00:00Z,news article,Event,The Art Newspaper,Austria,persecution of Jews in the Nazi era,,
https://www.theartnewspaper.com/2018/11/13/austria-returns-wrong-klimt-to-wrong-family,Austria returns wrong Klimt to wrong family,2018-11-13T00:00:00Z,news article,Event,The Art Newspaper,Belvedere,persecution of Jews in the Nazi era,,
https://www.theartnewspaper.com/2018/11/13/austria-returns-wrong-klimt-to-wrong-family,Austria returns wrong Klimt to wrong family,2018-11-13T00:00:00Z,news article,Event,The Art Newspaper,Rosebushes under the Trees,persecution of Jews in the Nazi era,,
https://www.theartnewspaper.com/2018/11/13/austria-returns-wrong-klimt-to-wrong-family,Austria returns wrong Klimt to wrong family,2018-11-13T00:00:00Z,news article,Event,The Art Newspaper,provenance research,persecution of Jews in the Nazi era,,
https://www.theartnewspaper.com/2018/11/13/austria-returns-wrong-klimt-to-wrong-family,Austria returns wrong Klimt to wrong family,2018-11-13T00:00:00Z,news article,Event,The Art Newspaper,Apple Tree II,persecution of Jews in the Nazi era,,
https://www.theartnewspaper.com/2018/11/13/austria-returns-wrong-klimt-to-wrong-family,Austria returns wrong Klimt to wrong family,2018-11-13T00:00:00Z,news article,Event,The Art Newspaper,restitution of Nazi-looted art,persecution of Jews in the Nazi era,,
https://www.theartnewspaper.com/2023/01/27/van-gogh-olive-grove-landscape-nazi-forced-sale,Was Van Gogh's olive grove landscape another Nazi-era 'forced sale'?,2023-01-27T00:00:00Z,news article,Event,The Art Newspaper,claim for restitution of an artwork,persecution of Jews in the Nazi era,,
https://www.theartnewspaper.com/2023/01/27/van-gogh-olive-grove-landscape-nazi-forced-sale,Was Van Gogh's olive grove landscape another Nazi-era 'forced sale'?,2023-01-27T00:00:00Z,news article,Event,The Art Newspaper,erroneous provenance (artwork),persecution of Jews in the Nazi era,,
https://www.theartnewspaper.com/2023/01/27/van-gogh-olive-grove-landscape-nazi-forced-sale,Was Van Gogh's olive grove landscape another Nazi-era 'forced sale'?,2023-01-27T00:00:00Z,news article,Event,The Art Newspaper,Hedwig Stern,persecution of Jews in the Nazi era,,
https://www.theartnewspaper.com/2023/01/27/van-gogh-olive-grove-landscape-nazi-forced-sale,Was Van Gogh's olive grove landscape another Nazi-era 'forced sale'?,2023-01-27T00:00:00Z,news article,Event,The Art Newspaper,deaccessioning,persecution of Jews in the Nazi era,,
https://www.theartnewspaper.com/2023/01/27/van-gogh-olive-grove-landscape-nazi-forced-sale,Was Van Gogh's olive grove landscape another Nazi-era 'forced sale'?,2023-01-27T00:00:00Z,news article,Event,The Art Newspaper,Olive Picking,persecution of Jews in the Nazi era,,
https://www.wsj.com/articles/SB10001424052702303973704579355161451467386,Art Stolen by Nazis Goes to Auction,2014-02-02T00:00:00Z,news article,Event,The Wall Street Journal,erroneous provenance (artwork),persecution of Jews in the Nazi era,,Mary Lane
https://www.wsj.com/articles/SB10001424052702303973704579355161451467386,Art Stolen by Nazis Goes to Auction,2014-02-02T00:00:00Z,news article,Event,The Wall Street Journal,Gustav Kirstein,persecution of Jews in the Nazi era,,Mary Lane
https://www.wsj.com/articles/SB10001424052702303973704579355161451467386,Art Stolen by Nazis Goes to Auction,2014-02-02T00:00:00Z,news article,Event,The Wall Street Journal,Summer Evening on the Alster,persecution of Jews in the Nazi era,,Mary Lane
https://www.wsj.com/articles/SB10001424052702303973704579355161451467386,Art Stolen by Nazis Goes to Auction,2014-02-02T00:00:00Z,news article,Event,The Wall Street Journal,Nazi plunder,persecution of Jews in the Nazi era,,Mary Lane
https://www.wsj.com/articles/SB10001424052702303973704579355161451467386,Art Stolen by Nazis Goes to Auction,2014-02-02T00:00:00Z,news article,Event,The Wall Street Journal,Nazi Germany,persecution of Jews in the Nazi era,,Mary Lane
https://www.wsj.com/articles/SB10001424052702303973704579355161451467386,Art Stolen by Nazis Goes to Auction,2014-02-02T00:00:00Z,news article,Event,The Wall Street Journal,restitution of Nazi-looted art,persecution of Jews in the Nazi era,,Mary Lane
https://www.wsj.com/articles/SB10001424052702303973704579355161451467386,Art Stolen by Nazis Goes to Auction,2014-02-02T00:00:00Z,news article,Event,The Wall Street Journal,Max Liebermann,persecution of Jews in the Nazi era,,Mary Lane
https://www.nytimes.com/2023/05/19/arts/design/sothebys-provenance-nazi-art.html,Sotheby’s Provenance Disputed in Claim by Heirs for Art Lost in Nazi Era,2023-05-19T00:00:00Z,news article,Event,The New York Times,Sanct Lucas,persecution of Jews in the Nazi era,,Colin Moynihan
https://www.nytimes.com/2023/05/19/arts/design/sothebys-provenance-nazi-art.html,Sotheby’s Provenance Disputed in Claim by Heirs for Art Lost in Nazi Era,2023-05-19T00:00:00Z,news article,Event,The New York Times,persecution of Jews in the Nazi era,persecution of Jews in the Nazi era,,Colin Moynihan
https://www.nytimes.com/2023/05/19/arts/design/sothebys-provenance-nazi-art.html,Sotheby’s Provenance Disputed in Claim by Heirs for Art Lost in Nazi Era,2023-05-19T00:00:00Z,news article,Event,The New York Times,ALIU Final Report,persecution of Jews in the Nazi era,,Colin Moynihan
https://www.nytimes.com/2023/05/19/arts/design/sothebys-provenance-nazi-art.html,Sotheby’s Provenance Disputed in Claim by Heirs for Art Lost in Nazi Era,2023-05-19T00:00:00Z,news article,Event,The New York Times,Giovanni Battista Tiepolo,persecution of Jews in the Nazi era,,Colin Moynihan
https://www.nytimes.com/2023/05/19/arts/design/sothebys-provenance-nazi-art.html,Sotheby’s Provenance Disputed in Claim by Heirs for Art Lost in Nazi Era,2023-05-19T00:00:00Z,news article,Event,The New York Times,Otto Fröhlich,persecution of Jews in the Nazi era,,Colin Moynihan
https://www.nytimes.com/2023/05/19/arts/design/sothebys-provenance-nazi-art.html,Sotheby’s Provenance Disputed in Claim by Heirs for Art Lost in Nazi Era,2023-05-19T00:00:00Z,news article,Event,The New York Times,provenance research,persecution of Jews in the Nazi era,,Colin Moynihan
https://www.nytimes.com/2023/05/19/arts/design/sothebys-provenance-nazi-art.html,Sotheby’s Provenance Disputed in Claim by Heirs for Art Lost in Nazi Era,2023-05-19T00:00:00Z,news article,Event,The New York Times,Robert Herzig,persecution of Jews in the Nazi era,,Colin Moynihan
https://www.nytimes.com/2023/05/19/arts/design/sothebys-provenance-nazi-art.html,Sotheby’s Provenance Disputed in Claim by Heirs for Art Lost in Nazi Era,2023-05-19T00:00:00Z,news article,Event,The New York Times,erroneous provenance (artwork),persecution of Jews in the Nazi era,,Colin Moynihan
https://www.nytimes.com/2023/05/19/arts/design/sothebys-provenance-nazi-art.html,Sotheby’s Provenance Disputed in Claim by Heirs for Art Lost in Nazi Era,2023-05-19T00:00:00Z,news article,Event,The New York Times,Julius Böhler Jr.,persecution of Jews in the Nazi era,,Colin Moynihan
https://www.nytimes.com/2023/05/19/arts/design/sothebys-provenance-nazi-art.html,Sotheby’s Provenance Disputed in Claim by Heirs for Art Lost in Nazi Era,2023-05-19T00:00:00Z,news article,Event,The New York Times,"St. Francis of Paola Holding a Rosary, Book, and Staff",persecution of Jews in the Nazi era,,Colin Moynihan
https://www.nytimes.com/2023/05/19/arts/design/sothebys-provenance-nazi-art.html,Sotheby’s Provenance Disputed in Claim by Heirs for Art Lost in Nazi Era,2023-05-19T00:00:00Z,news article,Event,The New York Times,Sotheby's,persecution of Jews in the Nazi era,,Colin Moynihan
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,literary work,Event,,claim for restitution of an artwork,Paul-André Lemoisne,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,literary work,Event,,art market,Paul-André Lemoisne,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,literary work,Event,,Friedrich Gutmann,Paul-André Lemoisne,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,literary work,Event,,Nazi plunder,Paul-André Lemoisne,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,non-fiction,Event,,Landscape with Smokestacks,Paul-André Lemoisne,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,non-fiction,Event,,The Holocaust,Paul-André Lemoisne,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,non-fiction,Event,,claim for restitution of an artwork,Paul-André Lemoisne,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,non-fiction,Event,,art market,Paul-André Lemoisne,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,literary work,Event,,Landscape with Smokestacks,Paul-André Lemoisne,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,literary work,Event,,The Holocaust,Paul-André Lemoisne,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,non-fiction,Event,,Friedrich Gutmann,Paul-André Lemoisne,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,non-fiction,Event,,Nazi plunder,Paul-André Lemoisne,,
https://www.theartnewspaper.com/2020/01/09/new-evidence-cited-in-restitution-claim-for-panama-papers-modigliani,New evidence cited in restitution claim for Panama Papers Modigliani,2020-01-09T00:00:00Z,news article,Event,The Art Newspaper,claim for restitution of an artwork,Panama Papers,,Catherine Hickley
https://www.theartnewspaper.com/2020/01/09/new-evidence-cited-in-restitution-claim-for-panama-papers-modigliani,New evidence cited in restitution claim for Panama Papers Modigliani,2020-01-09T00:00:00Z,news article,Event,The Art Newspaper,Seated Man with a Cane,Panama Papers,,Catherine Hickley
https://www.theartnewspaper.com/2020/01/09/new-evidence-cited-in-restitution-claim-for-panama-papers-modigliani,New evidence cited in restitution claim for Panama Papers Modigliani,2020-01-09T00:00:00Z,news article,Event,The Art Newspaper,Panama Papers,Panama Papers,,Catherine Hickley
https://www.theartnewspaper.com/2020/01/09/new-evidence-cited-in-restitution-claim-for-panama-papers-modigliani,New evidence cited in restitution claim for Panama Papers Modigliani,2020-01-09T00:00:00Z,news article,Event,The Art Newspaper,David Nahmad,Panama Papers,,Catherine Hickley
https://www.theartnewspaper.com/2020/01/09/new-evidence-cited-in-restitution-claim-for-panama-papers-modigliani,New evidence cited in restitution claim for Panama Papers Modigliani,2020-01-09T00:00:00Z,news article,Event,The Art Newspaper,Oscar Stettiner,Panama Papers,,Catherine Hickley
http://www.artnet.com/magazineus/news/von-spesshardt/jaegers-collection-forgers-on-trial-9-1-11.asp,JÄGERS COLLECTION FORGERS GO ON TRIAL IN COLOGNE,,news article,Event,Artnet,erroneous provenance (artwork),Otto Schulte-Kellinghaus,,
http://www.artnet.com/magazineus/news/von-spesshardt/jaegers-collection-forgers-on-trial-9-1-11.asp,JÄGERS COLLECTION FORGERS GO ON TRIAL IN COLOGNE,,news article,Event,Artnet,fraud,Otto Schulte-Kellinghaus,,
http://www.artnet.com/magazineus/news/von-spesshardt/jaegers-collection-forgers-on-trial-9-1-11.asp,JÄGERS COLLECTION FORGERS GO ON TRIAL IN COLOGNE,,news article,Event,Artnet,trial,Otto Schulte-Kellinghaus,,
