WikidataQuery;RetrievalDate;item;itemLabel;publication_date;type;typeLabel;published_in;published_inLabel;main_subject;main_subjectLabel;depicts;depictsLabel;publisher;publisherLabel;full_work_available_at_URL;author;authorLabel;LCCN
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125509286;Bedevilled: multi-million Getty Gauguin is a fake;;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q2331628;The Art Newspaper;http://www.wikidata.org/entity/Q125509297;Head with Horns;;;;;https://www.theartnewspaper.com/2020/01/28/bedevilled-multi-million-getty-gauguin-is-a-fake;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q121878147;Fakes leave art world in chaos;1999-02-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q11148;The Guardian;http://www.wikidata.org/entity/Q1139213;Metropolitan Police;;;;;https://www.theguardian.com/uk/1999/feb/13/2;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125523945;Iraq Reclaims 17,000 Looted Artifacts, Its Biggest-Ever Repatriation;2021-08-03T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q9684;The New York Times;http://www.wikidata.org/entity/Q49115;Cornell University;;;;;https://www.nytimes.com/2021/08/03/world/middleeast/iraq-looted-artifacts-return.html;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q124655345;Investigators Say Chicago’s Art Institute Is Holding onto ‘Looted Art’;2024-02-23T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q9684;The New York Times;http://www.wikidata.org/entity/Q2334719;legal case;;;http://www.wikidata.org/entity/Q9684;The New York Times;https://www.nytimes.com/2024/02/23/arts/investigators-say-chicagos-art-institute-is-holding-onto-looted-art.html;http://www.wikidata.org/entity/Q112437555;Graham Bowley;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125525206;"Open questions about Gustav Klimt's 'Portrait of Fräulein Lieser' (Offene Fragen zu Gustav Klimts ""Bildnis Fräulein Lieser"")";2024-04-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q128660;Der Standard;http://www.wikidata.org/entity/Q21004260;inquiry;;;;;https://www.lootedart.com/news.php?r=WLOXF1957831;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q124655345;Investigators Say Chicago’s Art Institute Is Holding onto ‘Looted Art’;2024-02-23T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q9684;The New York Times;http://www.wikidata.org/entity/Q239303;Art Institute of Chicago;;;http://www.wikidata.org/entity/Q9684;The New York Times;https://www.nytimes.com/2024/02/23/arts/investigators-say-chicagos-art-institute-is-holding-onto-looted-art.html;http://www.wikidata.org/entity/Q112437555;Graham Bowley;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q121878147;Fakes leave art world in chaos;1999-02-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q11148;The Guardian;http://www.wikidata.org/entity/Q1421778;John Myatt;;;;;https://www.theguardian.com/uk/1999/feb/13/2;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125523945;Iraq Reclaims 17,000 Looted Artifacts, Its Biggest-Ever Repatriation;2021-08-03T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q9684;The New York Times;http://www.wikidata.org/entity/Q79115191;Irisagrig;;;;;https://www.nytimes.com/2021/08/03/world/middleeast/iraq-looted-artifacts-return.html;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125922017;Paris court intervenes after claim that Cézanne was looted by Nazis;2000-11-07T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q48813818;Antiques Trade Gazette;http://www.wikidata.org/entity/Q64354386;The paintings of Paul Cézanne: a catalogue raisonné;;;;;https://www.antiquestradegazette.com/news/2000/paris-court-intervenes-after-claim-that-cézanne-was-looted-by-nazis/;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125525206;"Open questions about Gustav Klimt's 'Portrait of Fräulein Lieser' (Offene Fragen zu Gustav Klimts ""Bildnis Fräulein Lieser"")";2024-04-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q51950784;lootedart.com;http://www.wikidata.org/entity/Q124356656;Portrait of Fräulein Lieser;;;;;https://www.lootedart.com/news.php?r=WLOXF1957831;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125525206;"Open questions about Gustav Klimt's 'Portrait of Fräulein Lieser' (Offene Fragen zu Gustav Klimts ""Bildnis Fräulein Lieser"")";2024-04-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q128660;Der Standard;http://www.wikidata.org/entity/Q1606138;Henriette Amalie Lieser;;;;;https://www.lootedart.com/news.php?r=WLOXF1957831;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125525206;"Open questions about Gustav Klimt's 'Portrait of Fräulein Lieser' (Offene Fragen zu Gustav Klimts ""Bildnis Fräulein Lieser"")";2024-04-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q51950784;lootedart.com;http://www.wikidata.org/entity/Q112029888;persecution of Jews in the Nazi era;;;;;https://www.lootedart.com/news.php?r=WLOXF1957831;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125743992;MFA Boston Returns a Looted Egyptian Coffin to Sweden;2024-04-27T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;;;http://www.wikidata.org/entity/Q117287471;erroneous provenance (artwork);;;;;https://www.thecollector.com/mfa-boston-returns-a-looted-egyptian-coffin-to-sweden/;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125525206;"Open questions about Gustav Klimt's 'Portrait of Fräulein Lieser' (Offene Fragen zu Gustav Klimts ""Bildnis Fräulein Lieser"")";2024-04-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q51950784;lootedart.com;http://www.wikidata.org/entity/Q107614552;claim for restitution of an artwork;;;;;https://www.lootedart.com/news.php?r=WLOXF1957831;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q124655345;Investigators Say Chicago’s Art Institute Is Holding onto ‘Looted Art’;2024-02-23T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q9684;The New York Times;http://www.wikidata.org/entity/Q44032;Egon Schiele;;;http://www.wikidata.org/entity/Q9684;The New York Times;https://www.nytimes.com/2024/02/23/arts/investigators-say-chicagos-art-institute-is-holding-onto-looted-art.html;http://www.wikidata.org/entity/Q112437555;Graham Bowley;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125525206;"Open questions about Gustav Klimt's 'Portrait of Fräulein Lieser' (Offene Fragen zu Gustav Klimts ""Bildnis Fräulein Lieser"")";2024-04-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q128660;Der Standard;http://www.wikidata.org/entity/Q34661;Gustav Klimt;;;;;https://www.lootedart.com/news.php?r=WLOXF1957831;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q124655345;Investigators Say Chicago’s Art Institute Is Holding onto ‘Looted Art’;2024-02-23T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q9684;The New York Times;http://www.wikidata.org/entity/Q87857;Fritz Grünbaum;;;http://www.wikidata.org/entity/Q9684;The New York Times;https://www.nytimes.com/2024/02/23/arts/investigators-say-chicagos-art-institute-is-holding-onto-looted-art.html;http://www.wikidata.org/entity/Q112437555;Graham Bowley;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125523945;Iraq Reclaims 17,000 Looted Artifacts, Its Biggest-Ever Repatriation;2021-08-03T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q9684;The New York Times;http://www.wikidata.org/entity/Q117287471;erroneous provenance (artwork);;;;;https://www.nytimes.com/2021/08/03/world/middleeast/iraq-looted-artifacts-return.html;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125509286;Bedevilled: multi-million Getty Gauguin is a fake;;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q2331628;The Art Newspaper;http://www.wikidata.org/entity/Q10288082;Wildenstein & Company;;;;;https://www.theartnewspaper.com/2020/01/28/bedevilled-multi-million-getty-gauguin-is-a-fake;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q121878147;Fakes leave art world in chaos;1999-02-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q11148;The Guardian;http://www.wikidata.org/entity/Q38166;modern art;;;;;https://www.theguardian.com/uk/1999/feb/13/2;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125525206;"Open questions about Gustav Klimt's 'Portrait of Fräulein Lieser' (Offene Fragen zu Gustav Klimts ""Bildnis Fräulein Lieser"")";2024-04-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q128660;Der Standard;http://www.wikidata.org/entity/Q1659398;Im Kinsky;;;;;https://www.lootedart.com/news.php?r=WLOXF1957831;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125523945;Iraq Reclaims 17,000 Looted Artifacts, Its Biggest-Ever Repatriation;2021-08-03T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q9684;The New York Times;http://www.wikidata.org/entity/Q43273454;Steve Green;;;;;https://www.nytimes.com/2021/08/03/world/middleeast/iraq-looted-artifacts-return.html;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125743992;MFA Boston Returns a Looted Egyptian Coffin to Sweden;2024-04-27T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;;;http://www.wikidata.org/entity/Q1506922;Gustavianum;;;;;https://www.thecollector.com/mfa-boston-returns-a-looted-egyptian-coffin-to-sweden/;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q121878147;Fakes leave art world in chaos;1999-02-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q11148;The Guardian;http://www.wikidata.org/entity/Q1400612;art forgery;;;;;https://www.theguardian.com/uk/1999/feb/13/2;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q122861260;Museum Worker Sold Paintings and Put Forgeries in Their Place;2023-09-28T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q9684;The New York Times;http://www.wikidata.org/entity/Q1400612;art forgery;;;;;https://www.nytimes.com/2023/09/28/world/europe/paintings-stolen-forgeries-substituted.html;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125509286;Bedevilled: multi-million Getty Gauguin is a fake;;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q2331628;The Art Newspaper;http://www.wikidata.org/entity/Q37693;Paul Gauguin;;;;;https://www.theartnewspaper.com/2020/01/28/bedevilled-multi-million-getty-gauguin-is-a-fake;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q122861260;Museum Worker Sold Paintings and Put Forgeries in Their Place;2023-09-28T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q9684;The New York Times;http://www.wikidata.org/entity/Q2916183;conviction;;;;;https://www.nytimes.com/2023/09/28/world/europe/paintings-stolen-forgeries-substituted.html;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q121878147;Fakes leave art world in chaos;1999-02-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q11148;The Guardian;http://www.wikidata.org/entity/Q503176;Christie's;;;;;https://www.theguardian.com/uk/1999/feb/13/2;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125743992;MFA Boston Returns a Looted Egyptian Coffin to Sweden;2024-04-27T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;;;http://www.wikidata.org/entity/Q125744048;Egyptian Child's coffin;;;;;https://www.thecollector.com/mfa-boston-returns-a-looted-egyptian-coffin-to-sweden/;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125523945;Iraq Reclaims 17,000 Looted Artifacts, Its Biggest-Ever Repatriation;2021-08-03T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q9684;The New York Times;http://www.wikidata.org/entity/Q5874938;Hobby Lobby;;;;;https://www.nytimes.com/2021/08/03/world/middleeast/iraq-looted-artifacts-return.html;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125525206;"Open questions about Gustav Klimt's 'Portrait of Fräulein Lieser' (Offene Fragen zu Gustav Klimts ""Bildnis Fräulein Lieser"")";2024-04-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q128660;Der Standard;http://www.wikidata.org/entity/Q117287471;erroneous provenance (artwork);;;;;https://www.lootedart.com/news.php?r=WLOXF1957831;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125922017;Paris court intervenes after claim that Cézanne was looted by Nazis;2000-11-07T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q48813818;Antiques Trade Gazette;http://www.wikidata.org/entity/Q117287471;erroneous provenance (artwork);;;;;https://www.antiquestradegazette.com/news/2000/paris-court-intervenes-after-claim-that-cézanne-was-looted-by-nazis/;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q121878147;Fakes leave art world in chaos;1999-02-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q11148;The Guardian;http://www.wikidata.org/entity/Q8016240;trial;;;;;https://www.theguardian.com/uk/1999/feb/13/2;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125523945;Iraq Reclaims 17,000 Looted Artifacts, Its Biggest-Ever Repatriation;2021-08-03T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q9684;The New York Times;http://www.wikidata.org/entity/Q794134;due diligence;;;;;https://www.nytimes.com/2021/08/03/world/middleeast/iraq-looted-artifacts-return.html;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125523945;Iraq Reclaims 17,000 Looted Artifacts, Its Biggest-Ever Repatriation;2021-08-03T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q9684;The New York Times;http://www.wikidata.org/entity/Q11767;Mesopotamia;;;;;https://www.nytimes.com/2021/08/03/world/middleeast/iraq-looted-artifacts-return.html;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125525206;"Open questions about Gustav Klimt's 'Portrait of Fräulein Lieser' (Offene Fragen zu Gustav Klimts ""Bildnis Fräulein Lieser"")";2024-04-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q51950784;lootedart.com;http://www.wikidata.org/entity/Q21004260;inquiry;;;;;https://www.lootedart.com/news.php?r=WLOXF1957831;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q121878147;Fakes leave art world in chaos;1999-02-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q11148;The Guardian;http://www.wikidata.org/entity/Q117287471;erroneous provenance (artwork);;;;;https://www.theguardian.com/uk/1999/feb/13/2;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q122861260;Museum Worker Sold Paintings and Put Forgeries in Their Place;2023-09-28T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q9684;The New York Times;http://www.wikidata.org/entity/Q117287471;erroneous provenance (artwork);;;;;https://www.nytimes.com/2023/09/28/world/europe/paintings-stolen-forgeries-substituted.html;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125509286;Bedevilled: multi-million Getty Gauguin is a fake;;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q2331628;The Art Newspaper;http://www.wikidata.org/entity/Q64008793;Deborah Gribbon;;;;;https://www.theartnewspaper.com/2020/01/28/bedevilled-multi-million-getty-gauguin-is-a-fake;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125525206;"Open questions about Gustav Klimt's 'Portrait of Fräulein Lieser' (Offene Fragen zu Gustav Klimts ""Bildnis Fräulein Lieser"")";2024-04-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q51950784;lootedart.com;http://www.wikidata.org/entity/Q1606138;Henriette Amalie Lieser;;;;;https://www.lootedart.com/news.php?r=WLOXF1957831;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125743992;MFA Boston Returns a Looted Egyptian Coffin to Sweden;2024-04-27T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;;;http://www.wikidata.org/entity/Q25339601;deaccessioning;;;;;https://www.thecollector.com/mfa-boston-returns-a-looted-egyptian-coffin-to-sweden/;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125922017;Paris court intervenes after claim that Cézanne was looted by Nazis;2000-11-07T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q48813818;Antiques Trade Gazette;http://www.wikidata.org/entity/Q1556283;Gustav Rau;;;;;https://www.antiquestradegazette.com/news/2000/paris-court-intervenes-after-claim-that-cézanne-was-looted-by-nazis/;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125525206;"Open questions about Gustav Klimt's 'Portrait of Fräulein Lieser' (Offene Fragen zu Gustav Klimts ""Bildnis Fräulein Lieser"")";2024-04-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q51950784;lootedart.com;http://www.wikidata.org/entity/Q34661;Gustav Klimt;;;;;https://www.lootedart.com/news.php?r=WLOXF1957831;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q121878147;Fakes leave art world in chaos;1999-02-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q11148;The Guardian;http://www.wikidata.org/entity/Q2493043;art world;;;;;https://www.theguardian.com/uk/1999/feb/13/2;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q124655345;Investigators Say Chicago’s Art Institute Is Holding onto ‘Looted Art’;2024-02-23T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q9684;The New York Times;http://www.wikidata.org/entity/Q117287471;erroneous provenance (artwork);;;http://www.wikidata.org/entity/Q9684;The New York Times;https://www.nytimes.com/2024/02/23/arts/investigators-say-chicagos-art-institute-is-holding-onto-looted-art.html;http://www.wikidata.org/entity/Q112437555;Graham Bowley;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125922017;Paris court intervenes after claim that Cézanne was looted by Nazis;2000-11-07T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q48813818;Antiques Trade Gazette;http://www.wikidata.org/entity/Q90497;John Rewald;;;;;https://www.antiquestradegazette.com/news/2000/paris-court-intervenes-after-claim-that-cézanne-was-looted-by-nazis/;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125743992;MFA Boston Returns a Looted Egyptian Coffin to Sweden;2024-04-27T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;;;http://www.wikidata.org/entity/Q49133;Museum of Fine Arts Boston;;;;;https://www.thecollector.com/mfa-boston-returns-a-looted-egyptian-coffin-to-sweden/;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125743992;MFA Boston Returns a Looted Egyptian Coffin to Sweden;2024-04-27T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;;;http://www.wikidata.org/entity/Q1756454;art theft;;;;;https://www.thecollector.com/mfa-boston-returns-a-looted-egyptian-coffin-to-sweden/;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q121878147;Fakes leave art world in chaos;1999-02-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q11148;The Guardian;http://www.wikidata.org/entity/Q430682;Tate;;;;;https://www.theguardian.com/uk/1999/feb/13/2;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125509286;Bedevilled: multi-million Getty Gauguin is a fake;;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q2331628;The Art Newspaper;http://www.wikidata.org/entity/Q160236;Metropolitan Museum of Art;;;;;https://www.theartnewspaper.com/2020/01/28/bedevilled-multi-million-getty-gauguin-is-a-fake;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125525206;"Open questions about Gustav Klimt's 'Portrait of Fräulein Lieser' (Offene Fragen zu Gustav Klimts ""Bildnis Fräulein Lieser"")";2024-04-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q128660;Der Standard;http://www.wikidata.org/entity/Q124356656;Portrait of Fräulein Lieser;;;;;https://www.lootedart.com/news.php?r=WLOXF1957831;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125523945;Iraq Reclaims 17,000 Looted Artifacts, Its Biggest-Ever Repatriation;2021-08-03T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q9684;The New York Times;http://www.wikidata.org/entity/Q1756454;art theft;;;;;https://www.nytimes.com/2021/08/03/world/middleeast/iraq-looted-artifacts-return.html;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125525206;"Open questions about Gustav Klimt's 'Portrait of Fräulein Lieser' (Offene Fragen zu Gustav Klimts ""Bildnis Fräulein Lieser"")";2024-04-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q51950784;lootedart.com;http://www.wikidata.org/entity/Q1659398;Im Kinsky;;;;;https://www.lootedart.com/news.php?r=WLOXF1957831;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q124655345;Investigators Say Chicago’s Art Institute Is Holding onto ‘Looted Art’;2024-02-23T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q9684;The New York Times;http://www.wikidata.org/entity/Q1279464;Eberhard W. Kornfeld;;;http://www.wikidata.org/entity/Q9684;The New York Times;https://www.nytimes.com/2024/02/23/arts/investigators-say-chicagos-art-institute-is-holding-onto-looted-art.html;http://www.wikidata.org/entity/Q112437555;Graham Bowley;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125509286;Bedevilled: multi-million Getty Gauguin is a fake;;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q2331628;The Art Newspaper;http://www.wikidata.org/entity/Q1400612;art forgery;;;;;https://www.theartnewspaper.com/2020/01/28/bedevilled-multi-million-getty-gauguin-is-a-fake;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q121878147;Fakes leave art world in chaos;1999-02-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q11148;The Guardian;http://www.wikidata.org/entity/Q213322;Victoria and Albert Museum;;;;;https://www.theguardian.com/uk/1999/feb/13/2;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125525206;"Open questions about Gustav Klimt's 'Portrait of Fräulein Lieser' (Offene Fragen zu Gustav Klimts ""Bildnis Fräulein Lieser"")";2024-04-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q128660;Der Standard;http://www.wikidata.org/entity/Q112029888;persecution of Jews in the Nazi era;;;;;https://www.lootedart.com/news.php?r=WLOXF1957831;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q121878147;Fakes leave art world in chaos;1999-02-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q11148;The Guardian;http://www.wikidata.org/entity/Q6230117;John Drewe;;;;;https://www.theguardian.com/uk/1999/feb/13/2;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125525206;"Open questions about Gustav Klimt's 'Portrait of Fräulein Lieser' (Offene Fragen zu Gustav Klimts ""Bildnis Fräulein Lieser"")";2024-04-13T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q128660;Der Standard;http://www.wikidata.org/entity/Q107614552;claim for restitution of an artwork;;;;;https://www.lootedart.com/news.php?r=WLOXF1957831;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125922017;Paris court intervenes after claim that Cézanne was looted by Nazis;2000-11-07T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q48813818;Antiques Trade Gazette;http://www.wikidata.org/entity/Q107614552;claim for restitution of an artwork;;;;;https://www.antiquestradegazette.com/news/2000/paris-court-intervenes-after-claim-that-cézanne-was-looted-by-nazis/;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125509286;Bedevilled: multi-million Getty Gauguin is a fake;;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q2331628;The Art Newspaper;http://www.wikidata.org/entity/Q731126;J. Paul Getty Museum;;;;;https://www.theartnewspaper.com/2020/01/28/bedevilled-multi-million-getty-gauguin-is-a-fake;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q122861260;Museum Worker Sold Paintings and Put Forgeries in Their Place;2023-09-28T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q9684;The New York Times;http://www.wikidata.org/entity/Q131617;Deutsches Museum;;;;;https://www.nytimes.com/2023/09/28/world/europe/paintings-stolen-forgeries-substituted.html;;;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q124655345;Investigators Say Chicago’s Art Institute Is Holding onto ‘Looted Art’;2024-02-23T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q9684;The New York Times;http://www.wikidata.org/entity/Q7013416;New York County District Attorney;;;http://www.wikidata.org/entity/Q9684;The New York Times;https://www.nytimes.com/2024/02/23/arts/investigators-say-chicagos-art-institute-is-holding-onto-looted-art.html;http://www.wikidata.org/entity/Q112437555;Graham Bowley;
https://w.wiki/AVoK;27 June 2024;http://www.wikidata.org/entity/Q125523945;Iraq Reclaims 17,000 Looted Artifacts, Its Biggest-Ever Repatriation;2021-08-03T00:00:00Z;http://www.wikidata.org/entity/Q5707594;news article;http://www.wikidata.org/entity/Q9684;The New York Times;http://www.wikidata.org/entity/Q15624851;archaeological looting;;;;;https://www.nytimes.com/2021/08/03/world/middleeast/iraq-looted-artifacts-return.html;;;
