creator,creatorLabel,creatorDescription,imagecreator
http://www.wikidata.org/entity/Q762874,August Löffler,German artist (1822-1866),http://commons.wikimedia.org/wiki/Special:FilePath/August%20L%C3%B6ffler.jpg
http://www.wikidata.org/entity/Q282176,Emil Adam,German painter (1843–1924),
http://www.wikidata.org/entity/Q82566,François Perrier,French painter and engraver,
http://www.wikidata.org/entity/Q1706051,Josef Willroider,Austrian painter (1838-1915),http://commons.wikimedia.org/wiki/Special:FilePath/Josef%20Willroider%20gemalt%20von%20Anton%20Gregoritsch%20um%201900%2031082012%20944.jpg
http://www.wikidata.org/entity/Q25983953,Franz Hienl-Merre,German painter (1869-1943),
http://www.wikidata.org/entity/Q1869083,Cornelis Kruys,Dutch Golden Age painter,
http://www.wikidata.org/entity/Q41593705,Adalbert Holzer,German painter (1881-1966),
http://www.wikidata.org/entity/Q50223907,Alfred Rudolph Thielemann,Danish painter and sculptor,
http://www.wikidata.org/.well-known/genid/a2429226382ba957df149baa812d384d,http://www.wikidata.org/.well-known/genid/a2429226382ba957df149baa812d384d,,
http://www.wikidata.org/entity/Q542079,Michel Bouillon,Flemish painter,
http://www.wikidata.org/entity/Q16054290,Alfred Zimmermann,German illustrator and painter (1854-1910),http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Olaf%20Heyerdahl%20-%20Bildnis%20des%20M%C3%BCnchner%20Malers%20Alfred%20Zimmermann%20-%2010157%20-%20Bavarian%20State%20Painting%20Collections.jpg
http://www.wikidata.org/entity/Q3164003,Jean-Baptiste De Roy,painter (1759-1839),
http://www.wikidata.org/entity/Q436726,Ary Scheffer,Dutch painter (1795-1858),http://commons.wikimedia.org/wiki/Special:FilePath/Ary%20Scheffer%20Self-portrait%20Rijksmuseum%20SK%20A%204748.jpg
http://www.wikidata.org/entity/Q18516647,Jan Hendrik Verheijen,Dutch painter,http://commons.wikimedia.org/wiki/Special:FilePath/HUA-106852-Portret%20van%20Jan%20Hendrik%20Verheijen%20geboren%201778%20kunstschilder%20te%20Utrecht%20overleden%201846%20Te%20halve%20lijve%20rechts.jpg
http://www.wikidata.org/entity/Q21584006,Max Kuschel,German painter,http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Kuschel%20-%20Selbstbildnis.%20Zeichnung.jpg
http://www.wikidata.org/entity/Q320455,Max Haushofer,German artist (1811-1866),http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Haushofer%20%281811-1866%29.png
http://www.wikidata.org/entity/Q36618619,Karl Stuhlmüller,German painter,
http://www.wikidata.org/entity/Q25942,Walther Klemm,German painter (1883-1957),
http://www.wikidata.org/entity/Q1605934,Henri Manguin,French painter and engraver (1874-1949),http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20and%20Jeanne%20Manguin%2C%201900.jpg
http://www.wikidata.org/entity/Q1913500,Max Stern,German draughtsman and painter (1872-1943),http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Stern.jpg
http://www.wikidata.org/entity/Q4346119,Jan Verbruggen,Dutch gun-founder and painter (1712-1781),
http://www.wikidata.org/entity/Q4100324,Aleksandr Butuzov,Russian writer (1957-2013),http://commons.wikimedia.org/wiki/Special:FilePath/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%20%D0%91%D1%83%D1%82%D1%83%D0%B7%D0%BE%D0%B2.jpg
http://www.wikidata.org/entity/Q52156067,Curt Ullrich,"German painter, engraver (1873-1946)",
http://www.wikidata.org/entity/Q16324885,Cornelius Janson van Ceulen the Younger,painter from England active in the Netherlands,
http://www.wikidata.org/entity/Q63437061,William Momberger,German-American illustrator,
http://www.wikidata.org/entity/Q19279224,Erich Kubierschky,German painter,
http://www.wikidata.org/entity/Q94924040,Hans Stadlberger,,
http://www.wikidata.org/entity/Q17123451,Gustav Koken,German painter (1850-1910),
http://www.wikidata.org/entity/Q3130816,Henri Charles Antoine Baron,"French painter, engraver and illustrator (1816-1885)",http://commons.wikimedia.org/wiki/Special:FilePath/Baron%2C%20Henri.jpg
http://www.wikidata.org/entity/Q572163,Josef Block,German painter (1863-1943),
http://www.wikidata.org/entity/Q1412731,Fritz Freund,German painter (1859-1936),
http://www.wikidata.org/entity/Q50226424,Erich Martin Müller,German painter (1888-1972),
http://www.wikidata.org/entity/Q1468074,Fritz Rumpf,German painter (1856-1927),http://commons.wikimedia.org/wiki/Special:FilePath/Fritz%20Rumpf%20gemalt%20von%20Georg%20Sassnick.jpg
http://www.wikidata.org/entity/Q30175652,Anton Laupheimer,German painter (1848-1927),
http://www.wikidata.org/entity/Q326721,Cornelis Kick,Dutch painter (1634-1681),http://commons.wikimedia.org/wiki/Special:FilePath/Cornelis%20Kick%20-%20Flowers%20in%20a%20Vase.jpg
http://www.wikidata.org/entity/Q1695336,Johann Ludwig Ernst Morgenstern,German painter and restorer (1738-1819),
http://www.wikidata.org/entity/Q1443872,Hans Richard von Volkmann,German painter and illustrator (1860-1927),http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20von%20Volkmann%2C%20Kunst-Ausschuss%20und%20Delegierter%20der%20Internationalen%20Kunstausstellung%20D%C3%BCsseldorf%2C%201904.jpg
http://www.wikidata.org/entity/Q864279,Adriaen Hanneman,Dutch Golden Age painter (1603-1671),http://commons.wikimedia.org/wiki/Special:FilePath/Adriaen%20Hanneman%20-%20zelfportret%20%281656%29.jpg
http://www.wikidata.org/entity/Q3107030,Giovanni Battista da Ponte,Italian painter (1533-1613),
http://www.wikidata.org/entity/Q56476621,Max Bärenfänger,German painter and engraver,
http://www.wikidata.org/entity/Q472237,Nikolaos Gyzis,Greek artist (1842-1901),http://commons.wikimedia.org/wiki/Special:FilePath/Nikolaos%20Gyzis%20%281842%E2%80%931901%29.png
http://www.wikidata.org/entity/Q2062605,Paul Stollreither,German painter (1886-1973),
http://www.wikidata.org/entity/Q24702780,Emil Keyser,Swiss landscape painter (1846-1923),
http://www.wikidata.org/entity/Q1384461,Gregorio Lazzarini,Italian painter (1657-1730),http://commons.wikimedia.org/wiki/Special:FilePath/Santa%20Maria%20degli%20Scalzi%20%28Venice%29%20-%20Santa%20Teresa%20incoronata%20dal%20Salvatore%20by%20Gregorio%20Lazzarini.jpg
http://www.wikidata.org/entity/Q2149963,Richard Klein,"German painter, sculptor, graphic artist and medalist; personally protected by Goebbels and Hitler as god-gifted artist of the Third Reich (1890-1967)",
http://www.wikidata.org/entity/Q595959,Anton Zwengauer,German painter (1810–1884),
http://www.wikidata.org/entity/Q29017641,Franz Joseph Manskirsch,German painter (1768-1830),
http://www.wikidata.org/entity/Q965813,Federico Andreotti,Italian painter (1847-1930),http://commons.wikimedia.org/wiki/Special:FilePath/Andreotti%20Nunes%20Vais%2003.jpg
http://www.wikidata.org/entity/Q95228332,Josef Weiser,,
http://www.wikidata.org/.well-known/genid/ee1b219496d43b0acfb9bf98e341dfcc,http://www.wikidata.org/.well-known/genid/ee1b219496d43b0acfb9bf98e341dfcc,,
http://www.wikidata.org/entity/Q655484,Hans Purrmann,German painter (1880-1966),http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Purrmann.jpg
http://www.wikidata.org/entity/Q30303536,Waldemar Kolmsperger Sr.,,
http://www.wikidata.org/entity/Q1227379,Mario Nuzzi,Italian painter (1603-1673),http://commons.wikimedia.org/wiki/Special:FilePath/Nuzzi-autorretrato%20con%20flores.jpg
http://www.wikidata.org/entity/Q20032154,Rudolf Wimmer,German artist (1849-1915),
http://www.wikidata.org/entity/Q1443550,Frank Kirchbach,German painter (1859-1912),http://commons.wikimedia.org/wiki/Special:FilePath/Frank%20Kirchbach.jpg
http://www.wikidata.org/entity/Q356777,Dosso Dossi,Italian painter; (c.1490-1542),http://commons.wikimedia.org/wiki/Special:FilePath/Dosso%20Dossi%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q1875034,Ludwig Skell,German painter (1842-1905),
http://www.wikidata.org/entity/Q1403406,Felix Bürgers,German painter (1870-1934),
http://www.wikidata.org/entity/Q359759,Marx Reichlich,Austrian artist (1460–1520),
http://www.wikidata.org/entity/Q94864901,Richard Heymann,,
http://www.wikidata.org/entity/Q106812444,August Rixen,,
http://www.wikidata.org/entity/Q87915562,Georg Poppe,,
http://www.wikidata.org/entity/Q1612641,Hermann Schnee,German judge and painter (1840-1926),http://commons.wikimedia.org/wiki/Special:FilePath/HermannSchneePortrait.jpg
http://www.wikidata.org/entity/Q737117,Franz Joachim Beich,German artist (1665-1748),http://commons.wikimedia.org/wiki/Special:FilePath/Franz%20Joachim%20Beich.jpg
http://www.wikidata.org/entity/Q187496,Henri Harpignies,French painter (1819-1916),http://commons.wikimedia.org/wiki/Special:FilePath/Henri-Joseph%20Harpignies.jpg
http://www.wikidata.org/.well-known/genid/60c0a58201e920fb09ebe7e08de39144,http://www.wikidata.org/.well-known/genid/60c0a58201e920fb09ebe7e08de39144,,
http://www.wikidata.org/entity/Q16761534,Bernhard Reinhold,German painter,http://commons.wikimedia.org/wiki/Special:FilePath/ReinholdB.png
http://www.wikidata.org/entity/Q26206430,Auguste Alexandre Hirsch,"French painter and lithographer, 1833-1912",
http://www.wikidata.org/entity/Q28861211,Johann Friedrich Engel,German painter (1844-1921),
http://www.wikidata.org/entity/Q1725916,Willy Kriegel,German painter (1901-1966),
http://www.wikidata.org/entity/Q1286886,Edmund Steppes,German painter (1873-1968),
http://www.wikidata.org/entity/Q94841351,Alexander Weise,German painter (1883-1960),
http://www.wikidata.org/entity/Q1870760,Lothar Bechstein,Swiss painter (1884-1936),
http://www.wikidata.org/entity/Q541467,Karl Wilhelm Wach,German painter (1787–1845),http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Christian%20Vogel%20von%20Vogelstein%20-%20Karl%20Wilhelm%20Wach.jpg
http://www.wikidata.org/entity/Q18507964,Carl Blos,German painter  (1860-1941),
http://www.wikidata.org/entity/Q5109585,Christian Ezdorf,painter (1801-1851),http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20Etzdorf-Rohl.jpg
http://www.wikidata.org/entity/Q834335,Julius Diez,German artist (1870-1957),http://commons.wikimedia.org/wiki/Special:FilePath/Julius%20Diez%20-%20Maler.jpg
http://www.wikidata.org/entity/Q94838270,Otto Vaeltl,German artist,
http://www.wikidata.org/entity/Q62850351,Carl Cohnen,,
http://www.wikidata.org/entity/Q2424907,Jan Gerritsz van Bronckhorst,Dutch painter (1603–1661),http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Bronchorst.jpg
http://www.wikidata.org/.well-known/genid/89248e31f7d4af32fc82f8f4b057fbda,http://www.wikidata.org/.well-known/genid/89248e31f7d4af32fc82f8f4b057fbda,,
http://www.wikidata.org/entity/Q2536034,Jan Kobell II,Dutch painter (1779-1814),http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20%28Baptist%29%20Kobell%20II%20%281778-1814%29.%20Schilder%2C%20in%20het%20uniform%20van%20een%20lid%20van%20het%20Koninklijk%20Instituut%20van%20Wetenschappen%2C%20Letterkunde%20en%20Schoone%20Kunsten%20Rijksmuseum%20SK-A-1170.jpeg
http://www.wikidata.org/entity/Q1412504,Peter von Bemmel,German artist (1686-1754),
http://www.wikidata.org/entity/Q224473,Bernhard Buttersack,German landscape painter (1858-1925),http://commons.wikimedia.org/wiki/Special:FilePath/Photo%20-%20Portrait%20des%20Bernhard%20Buttersack.jpg
http://www.wikidata.org/entity/Q979137,Adam Pynacker,painter and engraver from the Northern Netherlands (1622-1673),http://commons.wikimedia.org/wiki/Special:FilePath/Wybrand%20de%20Geest%20-%20Adam%20Joseph%20Pynacker.jpg
http://www.wikidata.org/entity/Q44914563,Maria Henseler,painter,
http://www.wikidata.org/entity/Q7192826,Pieter Snyers,Flemish painter,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Snijers%20-%20Selfportrait.jpg
http://www.wikidata.org/.well-known/genid/1c07b312687825bccbcf1ac529d37786,http://www.wikidata.org/.well-known/genid/1c07b312687825bccbcf1ac529d37786,,
http://www.wikidata.org/entity/Q21031904,Julius Zielke,German painter,
http://www.wikidata.org/entity/Q2039710,Otto Lange,German painter (1924-2008),
http://www.wikidata.org/entity/Q579698,Giuseppe Zais,Italian painter (1709-1781),http://commons.wikimedia.org/wiki/Special:FilePath/Ca%27%20Rezzonico%20-%20Burrasca%20-%20Giuseppe%20Zais.jpg
http://www.wikidata.org/entity/Q763741,August Schaeffer von Wienwald,Austrian painter (1833-1916),http://commons.wikimedia.org/wiki/Special:FilePath/August%20Schaeffer.jpg
http://www.wikidata.org/entity/Q1406129,Rudolf Nissl,Austrian painter (1870-1955),
http://www.wikidata.org/entity/Q30115388,Bruno Flashar,German landscape painter,
http://www.wikidata.org/entity/Q28971476,Willy ter Hell,German landscape painter,http://commons.wikimedia.org/wiki/Special:FilePath/Willy%20ter%20Hell%201913.jpg
http://www.wikidata.org/entity/Q2244591,Willem Koekkoek,painter from the Northern Netherlands (1839–1885),http://commons.wikimedia.org/wiki/Special:FilePath/Willem%20Koekkoek.jpg
http://www.wikidata.org/entity/Q95082395,Wenz Gröll,,
http://www.wikidata.org/entity/Q107169861,Josef Thoma,"Austrian painter, born 1800",
http://www.wikidata.org/entity/Q789488,Balló Aurél,Hungarian painter (1871-1940),
http://www.wikidata.org/entity/Q325557,Simon Kick,Dutch Golden Age painter (1603-1652),
http://www.wikidata.org/entity/Q1126773,Conrad Faber von Kreuznach,German artist (1490-1552),
http://www.wikidata.org/entity/Q1237088,Domenico Campagnola,Italian painter and engraver (1500-1564),
http://www.wikidata.org/entity/Q83155,Jacques-Louis David,French painter (1748–1825),http://commons.wikimedia.org/wiki/Special:FilePath/David%20Self%20Portrait.jpg
http://www.wikidata.org/entity/Q1038608,Carl Hasenpflug,German artist (1802-1858),http://commons.wikimedia.org/wiki/Special:FilePath/Portr%C3%A4t%20des%20Carl%20Georg%20Adolph%20Hasenpflug%20%28Holzstich%29%20-%20edit.jpg
http://www.wikidata.org/entity/Q5928752,Jan Josef Horemans the Elder,Flemish painter (1682-1759),
http://www.wikidata.org/entity/Q18628059,Traugott Faber,"German artist, 1786-1863",http://commons.wikimedia.org/wiki/Special:FilePath/Traugott%20Faber.jpg
http://www.wikidata.org/entity/Q1695657,Johann Nepomuk Hoechle,Austrian painter (1790-1835),
http://www.wikidata.org/entity/Q3103666,Georges d'Espagnat,French painter (1870–1950),http://commons.wikimedia.org/wiki/Special:FilePath/Autoportait%20de%20Georges%20d%27Espagnat.jpg
http://www.wikidata.org/entity/Q3290532,John Steuart Curry,American painter (1897-1946),http://commons.wikimedia.org/wiki/Special:FilePath/Self-Portrait%20%28Curry%29.jpg
http://www.wikidata.org/entity/Q21645365,Dupont (genaamd Pointié),painter from the Southern Netherlands,
http://www.wikidata.org/entity/Q878600,Albert Heinrich Brendel,German painter and engraver (1827-1895),http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Brendel%20%28%C3%9CLuM%2015-1866%20S%208%20LLoeffler%29.jpg
http://www.wikidata.org/entity/Q445825,Pieter Nason,painter from the Northern Netherlands (1612-1688),http://commons.wikimedia.org/wiki/Special:FilePath/Nason%20Self-portrait.jpg
http://www.wikidata.org/entity/Q125409,Charles Jacque,French painter (1813-1894),http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Jacque%20%28NYPL%20b14917511-1212095%29%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q878569,Daniel Fohr,German painter (1801-1862),http://commons.wikimedia.org/wiki/Special:FilePath/Fohr%20Daniel%20August%20Lucas%201828.jpg
http://www.wikidata.org/entity/Q2198269,Balthasar-Paul Ommeganck,Flemish painter (1755-1826),http://commons.wikimedia.org/wiki/Special:FilePath/Reproductie%20van%20een%20gravure%20van%20een%20portret%20van%20Balthasar%20Paul%20Ommeganck%20Balthazar%20Ommeganck%20%28titel%20op%20object%29%2C%20RP-F-2001-7-1193-115%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q765989,Emanuel Murant,Dutch painter (1622-1700),
http://www.wikidata.org/entity/Q3295410,Martin Drolling,French painter (1752-1817),http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Drolling.jpg
http://www.wikidata.org/entity/Q3374490,Pellegrino Piola,Italian painter (1617-1640),
http://www.wikidata.org/entity/Q1716926,Max Brückner,German painter (1836-1919),
http://www.wikidata.org/entity/Q326167,Alfred Philippe Roll,French painter and sculptor (1846-1919),http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Roll%2C%201918.jpg
http://www.wikidata.org/entity/Q979381,Leonaert Bramer,"17th century Dutch artist known primarily for genre, religious, and history paintings (1596-1674)",http://commons.wikimedia.org/wiki/Special:FilePath/Antony%20van%20der%20Does%20-%20Portrait%20of%20Leonard%20Bramer.jpg
http://www.wikidata.org/entity/Q979381,Leonaert Bramer,"17th century Dutch artist known primarily for genre, religious, and history paintings (1596-1674)",http://commons.wikimedia.org/wiki/Special:FilePath/Leonard%20Bramer%20-%20Het%20Gulden%20Cabinet.png
http://www.wikidata.org/entity/Q559676,Robert Lefèvre,"French painter of portraits, history paintings and religious paintings",http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20Robert%20Lef%C3%A8vre%20%28r%C3%A9duction%29.jpg
http://www.wikidata.org/entity/Q3164251,Jean-Baptiste Mallet,French painter (1759-1835),
http://www.wikidata.org/entity/Q154349,Odilon Redon,French painter (1840–1916),http://commons.wikimedia.org/wiki/Special:FilePath/Odilon%20Redon%20vers%201880.jpg
http://www.wikidata.org/entity/Q707729,Jean-François de Troy,French painter (1679-1752),http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Fran%C3%A7ois%20de%20Troy%20-%20Self-portrait.jpg
http://www.wikidata.org/entity/Q2286906,Joseph-Siffred Duplessis,French painter (1725-1802),http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Duplessis%2C%20self%20portrait.jpg
http://www.wikidata.org/entity/Q1275737,Albert Schindler,Austrian painter (1805-1861),
http://www.wikidata.org/entity/Q52004745,Hans Lesker,"Born 23 November 1879, in Munich; died 23 September 1914. German, Painter.",http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Lesker%20-%20Selbstbildnis.jpg
http://www.wikidata.org/.well-known/genid/092bda49795d9bab6cd7d4bae86eb2a5,http://www.wikidata.org/.well-known/genid/092bda49795d9bab6cd7d4bae86eb2a5,,
http://www.wikidata.org/entity/Q3339947,Nicolas-Antoine Taunay,painter from France (1755-1830),http://commons.wikimedia.org/wiki/Special:FilePath/Nicolas-Antoine%20Taunay%20-%20auto-retrato.jpg
http://www.wikidata.org/entity/Q1722773,Paul René Reinicke,German painter and illustrator (1860-1926),http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Ren%C3%A9%20Reinicke.jpg
http://www.wikidata.org/.well-known/genid/ad5bd6b986c82dbb3246c21ea55c837f,http://www.wikidata.org/.well-known/genid/ad5bd6b986c82dbb3246c21ea55c837f,,
http://www.wikidata.org/entity/Q1795269,Károly Markó the Younger,Hungarian-Italian painter (c.1830-1891),
http://www.wikidata.org/entity/Q658862,Jean-François Raffaëlli,French painter (1850-1924),http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Francois%20Raffaelli%20portrait.png
http://www.wikidata.org/entity/Q156386,Henri Rousseau,French painter (1844–1910),http://commons.wikimedia.org/wiki/Special:FilePath/Rousseau%20Joyeux%20Farceurs%20Dornac%20crop.jpg
http://www.wikidata.org/.well-known/genid/c665c3d45437f53113c48b4cc144cbb0,http://www.wikidata.org/.well-known/genid/c665c3d45437f53113c48b4cc144cbb0,,
http://www.wikidata.org/.well-known/genid/9f6ca7baee3a0192b3b0153f83ec5ffb,http://www.wikidata.org/.well-known/genid/9f6ca7baee3a0192b3b0153f83ec5ffb,,
http://www.wikidata.org/.well-known/genid/dbc925d94154a327400650ee8368ed06,http://www.wikidata.org/.well-known/genid/dbc925d94154a327400650ee8368ed06,,
http://www.wikidata.org/.well-known/genid/33103f177bd6e27cefcc7d1ffef21d01,http://www.wikidata.org/.well-known/genid/33103f177bd6e27cefcc7d1ffef21d01,,
http://www.wikidata.org/.well-known/genid/4248ec9207513e456cce51b5099d4953,http://www.wikidata.org/.well-known/genid/4248ec9207513e456cce51b5099d4953,,
http://www.wikidata.org/entity/Q2547164,Walter Firle,19th-century painter from Germany (1859-1929),http://commons.wikimedia.org/wiki/Special:FilePath/Walter%20Firle%201904.jpg
http://www.wikidata.org/entity/Q640342,Leopold Carl Müller,Austrian artist (1834-1892),http://commons.wikimedia.org/wiki/Special:FilePath/Victor%20Tilgner%20-%2033%20-%20Leopold%20Carl%20M%C3%BCller.jpg
http://www.wikidata.org/entity/Q3340503,Niclas Lafrensen,Swedish artist (1737-1807),http://commons.wikimedia.org/wiki/Special:FilePath/Niclas%20Lafrensen%20dy.jpg
http://www.wikidata.org/.well-known/genid/3fb5d32660f99826055ed2c426d0d370,http://www.wikidata.org/.well-known/genid/3fb5d32660f99826055ed2c426d0d370,,
http://www.wikidata.org/.well-known/genid/75cf14f8aca35746e56bbf2eb9736c2d,http://www.wikidata.org/.well-known/genid/75cf14f8aca35746e56bbf2eb9736c2d,,
http://www.wikidata.org/entity/Q3771134,Giuseppe Palizzi,Italian painter (1812-1888),http://commons.wikimedia.org/wiki/Special:FilePath/Nadar-GPalizzi.jpg
http://www.wikidata.org/entity/Q3099028,Gaston Guignard,French painter (1848-1922),
http://www.wikidata.org/.well-known/genid/627f465013a6a80b02274530fd181653,http://www.wikidata.org/.well-known/genid/627f465013a6a80b02274530fd181653,,
http://www.wikidata.org/.well-known/genid/28178fa5dbf31e14df5f1e37522bfdd2,http://www.wikidata.org/.well-known/genid/28178fa5dbf31e14df5f1e37522bfdd2,,
http://www.wikidata.org/entity/Q355990,Prosper Marilhat,painter (1811-1847),http://commons.wikimedia.org/wiki/Special:FilePath/Marilhat%20par%20Chasseriau%20louvre.jpg
http://www.wikidata.org/.well-known/genid/847d5fd6f048ec758d1964a9f2133d19,http://www.wikidata.org/.well-known/genid/847d5fd6f048ec758d1964a9f2133d19,,
http://www.wikidata.org/.well-known/genid/326d381282bd7d5df3a26032c43c3505,http://www.wikidata.org/.well-known/genid/326d381282bd7d5df3a26032c43c3505,,
http://www.wikidata.org/entity/Q1635490,Alois Gabl,Austrian painter (1845-1893),http://commons.wikimedia.org/wiki/Special:FilePath/Alois%20Gabl%20-%20Maler.jpg
http://www.wikidata.org/entity/Q75281,Donat Nonnotte,French painter (1708-1785),http://commons.wikimedia.org/wiki/Special:FilePath/Donatien%20Nonotte%20autoportrait%2009803.jpg
http://www.wikidata.org/entity/Q54711,Jakob Gauermann,German landscape and genre painter and engraver (1773-1843),http://commons.wikimedia.org/wiki/Special:FilePath/Friedrich%20August%20Mathias%20Gauermann%20-%20Der%20Maler%20Jakob%20Gauermann%2C%20der%20Vater%20des%20K%C3%BCnstlers%20-%204410%20-%20%C3%96sterreichische%20Galerie%20Belvedere.jpg
http://www.wikidata.org/entity/Q16054254,Albert Fessler,German painter,
http://www.wikidata.org/entity/Q23925648,Anton Müller-Wischin,German painter,http://commons.wikimedia.org/wiki/Special:FilePath/Anton%20M%C3%BCller-Wischin%201910.jpg
http://www.wikidata.org/entity/Q94991849,C. Waage,,
http://www.wikidata.org/entity/Q1372687,Eugen Klimsch,"German graphic artist, illustrator and painter (1839-1896)",http://commons.wikimedia.org/wiki/Special:FilePath/Die%20Gartenlaube%20%281896%29%20b%200532%20a%201.jpg
http://www.wikidata.org/entity/Q5079612,Charles Joseph Flipart,Italian painter (1721-1797),
http://www.wikidata.org/entity/Q29877462,Paul Oberhoff,"German painter, graphic artist and composer (1884-1960)",
http://www.wikidata.org/entity/Q289759,Étienne Jeaurat,painter (1699-1789),http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89tienne%20Aubry%20-%20Portrait%20du%20peintre%20%C3%89tienne%20Jeaurat%20%281699-1789%29%20-%20P186%20-%20Mus%C3%A9e%20Carnavalet.jpg
http://www.wikidata.org/entity/Q1691988,Johan Hendrik Weissenbruch,Dutch painter of the Hague School (1824-1903),http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Hendrik%20Weissenbruch%2C%20by%20Jozef%20Israels.jpg
http://www.wikidata.org/entity/Q539074,Herman Saftleven,painter from the Northern Netherlands,http://commons.wikimedia.org/wiki/Special:FilePath/Coenraet%20Waumans%20-%20Portrait%20of%20the%20painter%20Herman%20Saftleven.jpg
http://www.wikidata.org/entity/Q1405149,Ferdinand Brunner,Austrian painter (1870-1945),
http://www.wikidata.org/entity/Q1461673,Friedrich Reimann,German painter (1896-1991),
http://www.wikidata.org/entity/Q94909712,Leo Stein,French painter 1879-1955,
http://www.wikidata.org/entity/Q1236065,Eduard Schloemann,German marine painter and graphic artist (1888-1940),
http://www.wikidata.org/entity/Q1496436,Gavin Hamilton,Scottish neoclassical history painter (1723–1798),http://commons.wikimedia.org/wiki/Special:FilePath/Gavin%20hamilton.jpg
http://www.wikidata.org/entity/Q1585771,Harold Bengen,German painter (1879-1962),http://commons.wikimedia.org/wiki/Special:FilePath/Harold%20Bengen%20Hiddensee-3.jpg
http://www.wikidata.org/entity/Q52148327,François Lauret,French and Provencal painter,
http://www.wikidata.org/entity/Q94913326,Hans Pöck,Austrian painter,
http://www.wikidata.org/entity/Q1919659,Robert Griffier,English painter in Amsterdam (1675-1727),http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Griffier%20-%20Syon%20House.jpg
http://www.wikidata.org/entity/Q315488,Leopold Graf von Kalckreuth,German painter (1855–1928),http://commons.wikimedia.org/wiki/Special:FilePath/Jacob%20Hilsdorf%20-%20Leopold%20Graf%20von%20Kalckreuth.jpg
http://www.wikidata.org/.well-known/genid/83c470160b24e68398d43a469d8a34fa,http://www.wikidata.org/.well-known/genid/83c470160b24e68398d43a469d8a34fa,,
http://www.wikidata.org/.well-known/genid/9683b8f00730cbf323d4047f24798186,http://www.wikidata.org/.well-known/genid/9683b8f00730cbf323d4047f24798186,,
http://www.wikidata.org/entity/Q95335596,Johann Schult,,
http://www.wikidata.org/entity/Q3509120,Giorgio Schiavone,painter from Dalmatia (1436-1504),http://commons.wikimedia.org/wiki/Special:FilePath/%28Venice%29%20Madonna%20col%20Bambino%20-%20Giorgio%20Chiulinovic%20detto%20Lo%20Schiavone%20-%20Museo%20Correr.jpg
http://www.wikidata.org/entity/Q1372280,Willem Roelofs,Dutch painter and entomologist (1822–1897),http://commons.wikimedia.org/wiki/Special:FilePath/Willem%20Roelofs%20by%20Jozef%20Isra%C3%ABls.jpg
http://www.wikidata.org/entity/Q15961909,Raffael Schuster-Woldan,German artist and painter,http://commons.wikimedia.org/wiki/Special:FilePath/Raffael%20Schuster-Woldan.jpg
http://www.wikidata.org/entity/Q21565069,Hermann Lindenschmit,German painter,
http://www.wikidata.org/entity/Q42091458,Otto Gampert,Swiss artist (1842-1924),
http://www.wikidata.org/entity/Q131823628,Victoria Zimmermann,German painter (-1931),
http://www.wikidata.org/entity/Q91783774,Franz Wolter,German artist  (1865-1932),
http://www.wikidata.org/entity/Q28815311,Konrad Reinherz,German painter (1835-1892),
http://www.wikidata.org/entity/Q87082,Heinrich Adam,German painter (1787–1862),http://commons.wikimedia.org/wiki/Special:FilePath/Heinrich%20Adam%20-%20Maler.jpg
http://www.wikidata.org/entity/Q1278707,Otto Strützel,German painter (1855-1930),
http://www.wikidata.org/entity/Q1447925,Walter Püttner,German painter (1872-1953),
http://www.wikidata.org/entity/Q1277438,Rudolf Schramm-Zittau,German painter (1874–1950),http://commons.wikimedia.org/wiki/Special:FilePath/Leo%20Samberger%20-%20Bildnis%20Rudolf%20Schramm-Zittau.jpg
http://www.wikidata.org/entity/Q1290375,Hermann Stockmann,German painter (1867-1938),
