creator,creatorLabel,creatorDescription,imagecreator
http://www.wikidata.org/entity/Q511444,Hans Makart,Austrian painter (1840–1884),http://commons.wikimedia.org/wiki/Special:FilePath/Makart%20hans%20selbstportrat.jpg
http://www.wikidata.org/entity/Q71509,Eduard von Grützner,German painter and professor of art (1846-1925),http://commons.wikimedia.org/wiki/Special:FilePath/Eduard%20Gr%C3%BCtzner%20detail.jpg
http://www.wikidata.org/.well-known/genid/e6680eeced1430bd0ff3aa6018691788,http://www.wikidata.org/.well-known/genid/e6680eeced1430bd0ff3aa6018691788,,
http://www.wikidata.org/entity/Q629856,Johannes Lingelbach,Dutch painter (1622-1674),http://commons.wikimedia.org/wiki/Special:FilePath/Sack%20of%20Rome%20of%201527%20by%20Johannes%20Lingelbach%2017th%20century.jpg
http://www.wikidata.org/entity/Q2898912,Bernardino da Asola,16th-century painter from Italy (1490-1540),http://commons.wikimedia.org/wiki/Special:FilePath/Attributed%20to%20Bernardino%20da%20Asola%20-%20The%20Death%20of%20Saint%20Peter%20Martyr%20-%20Google%20Art%20Project.jpg
http://www.wikidata.org/entity/Q186202,Giovanni Battista Tiepolo,Italian painter (1696–1770),http://commons.wikimedia.org/wiki/Special:FilePath/Tiepolo%2C%20Giovanni%20Battista%20-%20Fresken%20Treppenhaus%20des%20W%C3%BCrzburger%20Residenzschlosses%2C%20Szenen%20zur%20Apotheose%20des%20F%C3%BCrstbischofs%2C%20Detail%20Giovanni%20Battista%20Tiepolo%20-%201750-1753.jpg
http://www.wikidata.org/entity/Q767225,Willem Pieterszoon Buytewech,painter and engraver from the Northern Netherlands (1591–1624),
http://www.wikidata.org/entity/Q13518302,Girolamo da Santacroce,16th-century Italian painter,http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20dell%27Orto%20%28Venice%29%20-%20St.%20Jerome%20and%20St.%20Augustine%20by%20Girolamo%20da%20Santacroce.jpg
http://www.wikidata.org/entity/Q285423,Sebastiano del Piombo,Italian painter (c.1485-1547),http://commons.wikimedia.org/wiki/Special:FilePath/%28Venice%29%20Bust%20of%20Sebastiano%20del%20Piombo%20by%20Lorenzo%20Moretti%20Larese%20-%20gallerie%20Accademia%20Venice.jpg
http://www.wikidata.org/entity/Q18516623,Jan van Rossum,Dutch painter (active 1654-1678),
http://www.wikidata.org/entity/Q296,Claude Monet,French painter (1840–1926),http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%201899%20Nadar%20crop.jpg
http://www.wikidata.org/entity/Q157610,Lovis Corinth,German painter (1858–1925),http://commons.wikimedia.org/wiki/Special:FilePath/Lovis%20Corinth%201887.jpg
http://www.wikidata.org/entity/Q2400396,Hendrick de Clerck,Flemish painter,http://commons.wikimedia.org/wiki/Special:FilePath/Hendrick%20de%20Clerck%20-%20Presumed%20Self-Portrait%20as%20John%20the%20Apostle.jpg
http://www.wikidata.org/entity/Q469379,Francesco Melzi,Italian painter (1491-1568),http://commons.wikimedia.org/wiki/Special:FilePath/Melzi%20Boltraffio.jpg
http://www.wikidata.org/entity/Q348024,Carlo Crivelli,Italian Renaissance painter (c. 1430–c. 1495),
http://www.wikidata.org/entity/Q301,El Greco,"Greek artist, painter, sculptor and architect, (1541–1614)",http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Portrait%20of%20a%20Man%20-%20WGA10554.jpg
http://www.wikidata.org/entity/Q5599,Peter Paul Rubens,Flemish painter (1577–1640),http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Peter%20Paul%20Rubens%20-%20Portrait%20of%20the%20Artist%20-%20Google%20Art%20Project.jpg
http://www.wikidata.org/entity/Q366499,Orcagna,Italian painter,http://commons.wikimedia.org/wiki/Special:FilePath/Vite%20de%20pi%C3%B9%20eccellenti%20pittori%20scultori%20ed%20architetti%20%281767%29%20%2814761303956%29.jpg
http://www.wikidata.org/entity/Q629856,Johannes Lingelbach,Dutch painter (1622-1674),http://commons.wikimedia.org/wiki/Special:FilePath/Franck%20Deutsche%20K%C3%BCnstler-Gallerie%201818%20Bild%2042.jpg
http://www.wikidata.org/entity/Q553098,Daniel Vosmaer,Dutch Golden Age painter (1622-1666),
http://www.wikidata.org/entity/Q874770,Eglon van der Neer,painter from the Northern Netherlands (1634-1703),http://commons.wikimedia.org/wiki/Special:FilePath/Neer%2C%20Eglon%20van%20der%20-%20Self-portrait%20-%201696.jpg
http://www.wikidata.org/entity/Q5432,Francisco Goya,Spanish painter and printmaker (1746–1828),http://commons.wikimedia.org/wiki/Special:FilePath/Vicente%20L%C3%B3pez%20Porta%C3%B1a%20-%20el%20pintor%20Francisco%20de%20Goya.jpg
http://www.wikidata.org/entity/Q34618,Gustave Courbet,French painter (1819–1877),http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Courbet%2C%20photograph%20Atelier%20Nadar%2C%20c.%201860s.jpg
http://www.wikidata.org/.well-known/genid/8a3feda4e2a2c7cecfdb87d181ae11e4,http://www.wikidata.org/.well-known/genid/8a3feda4e2a2c7cecfdb87d181ae11e4,,
http://www.wikidata.org/entity/Q175130,Alfred Sisley,British painter (1839–1899),http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Auguste%20Renoir%20110.jpg
http://www.wikidata.org/entity/Q456971,Bartolomeo Vivarini,Italian painter (c. 1440–c. 1499),
http://www.wikidata.org/entity/Q192062,Bartolomé Esteban Murillo,Spanish Baroque painter (1617–1682),http://commons.wikimedia.org/wiki/Special:FilePath/Autorretrato%20de%20Murillo.jpg
http://www.wikidata.org/entity/Q192062,Bartolomé Esteban Murillo,Spanish Baroque painter (1617–1682),http://commons.wikimedia.org/wiki/Special:FilePath/Murillo%20Self-portrait.jpg
http://www.wikidata.org/entity/Q312616,Petrus Christus,Flemish painter (c.1410-1475),http://commons.wikimedia.org/wiki/Special:FilePath/Petrus%20christus%2C%20ritratto%20d%27uomo%20con%20falcone.jpg
http://www.wikidata.org/entity/Q719666,Karel Dujardin,Dutch painter (1622-1678),http://commons.wikimedia.org/wiki/Special:FilePath/Karel%20dujardin%20zelfportret.jpg
http://www.wikidata.org/entity/Q624802,Jan Fyt,Flemish painter and engraver (1611–1661),
http://www.wikidata.org/entity/Q927350,Jacopo de' Barbari,Italian painter and engraver (1460-1516),
http://www.wikidata.org/entity/Q637420,Bernhard Strigel,German painter (c.1460–1528),http://commons.wikimedia.org/wiki/Special:FilePath/Bernhard%20Strigel%20001.jpg
http://www.wikidata.org/entity/Q40150,Willem Claesz. Heda,painter from the Northern Netherlands (1594–1680),
http://www.wikidata.org/entity/Q158062,Max Liebermann,German painter (1847–1935),http://commons.wikimedia.org/wiki/Special:FilePath/Liebermann%2C%20Max%20-%20Selbstbildnis%20mit%20Pinsel%20-%201913%20-%20Stiftung%20Stadtmuseum%20Berlin.jpg
http://www.wikidata.org/entity/Q553571,Henri Regnault,19th century French painter (1843-1871),http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Regnault%20par%20Berthaud%20BNF%20Gallica.jpg
http://www.wikidata.org/entity/Q217715,Caspar Netscher,Dutch painter (1639-1684),http://commons.wikimedia.org/wiki/Special:FilePath/Zelfportret%20Caspar%20Netscher%20-%20Rijksmuseum%20SK-A-2666.jpg
http://www.wikidata.org/entity/Q19034,Arent de Gelder,Dutch painter,http://commons.wikimedia.org/wiki/Special:FilePath/Aert%20de%20Gelder%20-%20Self-Portrait%20-%20WGA8528.jpg
http://www.wikidata.org/entity/Q576025,Gerrit Adriaenszoon Berckheyde,Dutch painter (1638-1698),http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Gerrit%20Berckheyde%20by%20Job%20Berckheyde%20Frans%20Hals%20Museum%20os%20I-12.jpg
http://www.wikidata.org/entity/Q310715,Henri Fantin-Latour,French Painter and Printmaker (1836-1904),http://commons.wikimedia.org/wiki/Special:FilePath/Bemberg%20Fondation%20Toulouse%20-%20Self-portrait%20paintings%20by%20Henri%20Fantin-Latour.jpg
http://www.wikidata.org/entity/Q44007,Paul Klee,German-Swiss artist (1879–1940),http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Klee%201911.jpg
http://www.wikidata.org/entity/Q9319,Jacopo Tintoretto,Renaissance painter (1518/1519–1594),http://commons.wikimedia.org/wiki/Special:FilePath/Tintoretto%20-%20Self-Portrait%20as%20a%20Young%20Man%2C%20ca.%201548%2C%20CAI.103%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q380553,Ludovico Carracci,Bolognese painter of the Baroque (1555-1619),http://commons.wikimedia.org/wiki/Special:FilePath/Emilian%20School%2C%2017th-century%20-%20Portrait%20of%20Ludovico%20Carracci.jpg
http://www.wikidata.org/entity/Q732766,Girolamo Romanino,Italian painter (1485-1566),http://commons.wikimedia.org/wiki/Special:FilePath/Lattanzio%20Gambrara%20Portrait%20romanino%20Budapest.jpg
http://www.wikidata.org/entity/Q164979,Carl Spitzweg,German painter (1808–1885),http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Spitzweg%20-%20Selbstbildnis%20%28ca.%201842%29.jpg
http://www.wikidata.org/entity/Q5597,Raphael,Italian painter and architect (1483–1520),http://commons.wikimedia.org/wiki/Special:FilePath/Raffaello%20Sanzio.jpg
http://www.wikidata.org/.well-known/genid/3d5efa012361b017c4f2c4becafd9120,http://www.wikidata.org/.well-known/genid/3d5efa012361b017c4f2c4becafd9120,,
http://www.wikidata.org/entity/Q2704669,Luca Carlevarijs,Italian baroque painter (1663-1730),http://commons.wikimedia.org/wiki/Special:FilePath/Luca%20Carlevarijs.jpg
http://www.wikidata.org/entity/Q7129,Cosimo Tura,Italian painter (1430-1495),http://commons.wikimedia.org/wiki/Special:FilePath/Cosm%C3%A8%20Tura%20039.jpg
http://www.wikidata.org/entity/Q3081023,Francesco Montemezzano,Italian painter (1555-1602),http://commons.wikimedia.org/wiki/Special:FilePath/Biography%20of%20Francesco%20Montemezzano%20by%20Claudio%20Ridolfi.png
http://www.wikidata.org/entity/Q9440,Paolo Veronese,Italian painter of the Renaissance (1528–1588),http://commons.wikimedia.org/wiki/Special:FilePath/Paolo%20Veronese%20-%20AUTORITRATTO%20%282%29%20-%20Museo%20dell%27Ermitage.jpg
http://www.wikidata.org/entity/Q346808,Gerard ter Borch,Dutch Golden Age painter (1617-1681),http://commons.wikimedia.org/wiki/Special:FilePath/Zelfportret%20by%20Gerard%20ter%20Borch.jpg
http://www.wikidata.org/entity/Q959236,Frans van Mieris the Elder,Dutch painter (1635–1681),http://commons.wikimedia.org/wiki/Special:FilePath/Frans%20van%20Mieris%20Selfportrait%201667.jpg
http://www.wikidata.org/entity/Q217648,Isaac van Ostade,painter from the Northern Netherlands (1621-1649),http://commons.wikimedia.org/wiki/Special:FilePath/Isaac%20van%20Ostade%2C%20by%20Cornelis%20Dusart.jpg
http://www.wikidata.org/entity/Q2628927,Giovanni da Milano,"Italian painter, active between 1346 and 1369.",
http://www.wikidata.org/entity/Q538350,Maarten van Heemskerck,Dutch painter (1498–1574),http://commons.wikimedia.org/wiki/Special:FilePath/Maerten%20van%20Heemskerck%20-%20Self-portrait%2C%20with%20the%20Colosseum%20%28Fitzwilliam%20Museum%29.jpg
http://www.wikidata.org/entity/Q290407,Gentile Bellini,Italian painter of the renaissance,http://commons.wikimedia.org/wiki/Special:FilePath/Bellini%20selfportrait.jpg
http://www.wikidata.org/entity/Q655049,Pieter Codde,painter from the Northern Netherlands (1599-1678),http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Codde%20001.jpg
http://www.wikidata.org/entity/Q452499,Master of Alkmaar,Dutch painter active around Alkmaar at the beginning of the sixteenth century (1501-1515),
http://www.wikidata.org/entity/Q587078,Antoine Vollon,French painter (1833-1900),http://commons.wikimedia.org/wiki/Special:FilePath/Vollon%20by%20Petit-1900.png
http://www.wikidata.org/entity/Q3341172,Niccolò Cassana,"Italian painter, 1659-1713",http://commons.wikimedia.org/wiki/Special:FilePath/Niccol%C3%B2%20Cassana%20-%20Self-portrait%20-%20Galleria%20della%20Accademia%20Tadini.jpg
http://www.wikidata.org/entity/Q16504463,Pieter Dircksz Santvoort,painter from the Northern Netherlands,
http://www.wikidata.org/entity/Q762,Leonardo da Vinci,Italian Renaissance polymath (1452−1519),http://commons.wikimedia.org/wiki/Special:FilePath/Francesco%20Melzi%20-%20Portrait%20of%20Leonardo.png
http://www.wikidata.org/entity/Q41264,Johannes Vermeer,Dutch painter (1632–1675),http://commons.wikimedia.org/wiki/Special:FilePath/Cropped%20version%20of%20Jan%20Vermeer%20van%20Delft%20002.jpg
http://www.wikidata.org/entity/Q443639,Altobello Melone,Italian painter (1491-1543),
http://www.wikidata.org/entity/Q240396,Jan Cornelisz Vermeyen,Dutch painter (c. 1504 – 1559),http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Wierix%20-%20Portrait%20of%20the%20painter%20Jan%20Cornelisz.%20Vermeyen%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q5448743,Filippo da Verona,Italian painter,
http://www.wikidata.org/entity/Q8459,Giorgione,Venetian Renaissance painter (1478–1510),http://commons.wikimedia.org/wiki/Special:FilePath/Giorgione%20059.jpg
http://www.wikidata.org/entity/Q551652,Mihály Munkácsy,Hungarian painter (1844-1900),http://commons.wikimedia.org/wiki/Special:FilePath/Munk%C3%A1csy%20Mih%C3%A1ly.jpg
http://www.wikidata.org/entity/Q759486,Dirck Hals,painter from the Northern Netherlands (1591-1656),http://commons.wikimedia.org/wiki/Special:FilePath/Beaux-Arts%20de%20Carcassonne%20-%20Sc%C3%A8ne%20Galante%20-%20Dirck%20Hals%20Joconde0440000028.jpg
http://www.wikidata.org/entity/Q333380,Gerard David,"Early Netherlandish painter, (c. 1460–1523)",http://commons.wikimedia.org/wiki/Special:FilePath/Gerard%20David%20selfportrait%20in%20The%20Virgin%20among%20the%20VirginsFXD.jpg
http://www.wikidata.org/entity/Q120609,Jan Verkolje,painter from the Northern Netherlands (1650-1693),http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Verkolje%20-%20Self%20portrait.jpg
http://www.wikidata.org/entity/Q2254774,Gherardo Starnina,Italian painter (1354-1413),http://commons.wikimedia.org/wiki/Special:FilePath/Vite%20de%20pi%C3%B9%20eccellenti%20pittori%20scultori%20ed%20architetti%20%281767%29%20%2814784305715%29.jpg
http://www.wikidata.org/entity/Q211562,Ambrogio Lorenzetti,Italian painter (1290-1348),http://commons.wikimedia.org/wiki/Special:FilePath/013%20le%20vite%2C%20ambrogio%20lorenzetti.jpg
http://www.wikidata.org/entity/Q2513838,Adriaan De Braekeleer,Belgian painter (1818-1904),http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Dupont%20-%20Portrait%20of%20the%20painter%20Adriaan%20de%20Braekeleer.jpg
http://www.wikidata.org/entity/Q8457,Antonio da Correggio,Italian Renaissance painter (1489–1534),http://commons.wikimedia.org/wiki/Special:FilePath/Antonio%20Allegri%20da%20Correggio.jpg
http://www.wikidata.org/entity/Q315996,Jan van Goyen,Dutch landscape painter (1596-1656),http://commons.wikimedia.org/wiki/Special:FilePath/Terborch%20Goyenuv%20portret.jpg
http://www.wikidata.org/entity/Q165388,Otto von Thoren,Austrian painter (1828-1889),
http://www.wikidata.org/entity/Q3387987,Pieter Anthonisz. van Groenewegen,painter from the Northern Netherlands (1600-1658),
http://www.wikidata.org/entity/Q191748,Lucas Cranach the Elder,German painter and printmaker (1472–1553),http://commons.wikimedia.org/wiki/Special:FilePath/Lucas%20Cranach%20d.%20%C3%84.%20063.jpg
http://www.wikidata.org/entity/Q551695,Domenico Fetti,Italian painter (c.1589–1623),http://commons.wikimedia.org/wiki/Special:FilePath/DomenicoFetti.jpg
http://www.wikidata.org/.well-known/genid/474a540a1526a852016cc1631fc5e69d,http://www.wikidata.org/.well-known/genid/474a540a1526a852016cc1631fc5e69d,,
http://www.wikidata.org/entity/Q2858468,Apollonio di Giovanni,Italian painter,
http://www.wikidata.org/entity/Q39931,Pierre-Auguste Renoir,French painter and sculptor (1841–1919),http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Auguste%20Renoir%2C%20uncropped%20image.jpg
http://www.wikidata.org/entity/Q576178,Richard Brakenburgh,painter from the Northern Netherlands (1650-1702),http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20Richard%20Brakenburg%2C%20RP-T-1940-461.jpg
http://www.wikidata.org/entity/Q550401,Govert Flinck,painter from the Northern Netherlands (1615-1660),http://commons.wikimedia.org/wiki/Special:FilePath/Govaert%20Flinck%20Self%20Portrait.jpg
http://www.wikidata.org/entity/Q164683,Max Beckmann,"German painter, draftsman, printmaker, sculptor and writer (1884–1950)",http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Beckmann%201928%2C%20by%20Hugo%20Erfurth.jpg
http://www.wikidata.org/entity/Q577279,Jan Mostaert,Dutch Renaissance painter (c. 1475–1552/53),
http://www.wikidata.org/entity/Q2524101,Francesco Bonsignori,Italian painter (1460-1519),http://commons.wikimedia.org/wiki/Special:FilePath/Francesco%20Bonsignori.jpg
http://www.wikidata.org/.well-known/genid/c49198eb96f0c69b273c07d887fe7009,http://www.wikidata.org/.well-known/genid/c49198eb96f0c69b273c07d887fe7009,,
http://www.wikidata.org/entity/Q442484,Cornelis van Haarlem,Dutch painter (1562-1638),http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Cornelis%20Cornelisz.%20van%20Haarlem%20001.jpg
http://www.wikidata.org/.well-known/genid/22b1e242d076f53d3ebdf0f6b37595ac,http://www.wikidata.org/.well-known/genid/22b1e242d076f53d3ebdf0f6b37595ac,,
http://www.wikidata.org/entity/Q43270,Pieter Brueghel the Elder,Flemish painter (1526–1569),http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20the%20Elder%20-%20The%20Painter%20and%20the%20Buyer%2C%20ca.%201566%20-%20Google%20Art%20Project.jpg
http://www.wikidata.org/entity/Q209615,Francisco de Zurbarán,Spanish painter (1598–1664),http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20Zurbar%C3%A1n%20autoportrait.jpg
http://www.wikidata.org/entity/Q473744,Jan Jansz van de Velde,painter from the Northern Netherlands (1620-1662),http://commons.wikimedia.org/wiki/Special:FilePath/Stilleven%20met%20roemer%2C%20fluit%2C%20aarden%20kruik%20en%20pijpen%20Rijksmuseum%20SK-A-3988.jpeg
http://www.wikidata.org/entity/Q809491,Bartolomeo Bulgarini,Italian painter (14. century),
http://www.wikidata.org/entity/Q44054,Franz Marc,German artist (1880–1916),http://commons.wikimedia.org/wiki/Special:FilePath/Franz%20Marc%201913%20cropped.jpg
http://www.wikidata.org/entity/Q47551,Titian,Italian painter (c.1490–1576),http://commons.wikimedia.org/wiki/Special:FilePath/Vecellio%20di%20Gregorio%20Tiziano%20-%20autoritratto.jpg
http://www.wikidata.org/entity/Q46373,Edgar Degas,French Impressionist artist (1834–1917),http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Degas%20self%20portrait%201855FXD.jpg
http://www.wikidata.org/entity/Q203371,Georges de La Tour,Lorrain painter (1593–1652),http://commons.wikimedia.org/wiki/Special:FilePath/La%20Tour.jpg
http://www.wikidata.org/entity/Q550146,Gerbrand van den Eeckhout,Dutch painter (1621-1674),http://commons.wikimedia.org/wiki/Special:FilePath/Gerbrand%20van%20den%20Eeckhout%20selfportrait%201647.jpg
http://www.wikidata.org/entity/Q864403,Johannes Mytens,Dutch painter (1614–1670),
http://www.wikidata.org/entity/Q5598,Rembrandt,Dutch painter and printmaker (1606–1669),http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20van%20Rijn%20-%20Self-Portrait%20-%20Google%20Art%20Project.jpg
http://www.wikidata.org/entity/Q773855,Alfred Stevens,Belgian painter (1823-1906),http://commons.wikimedia.org/wiki/Special:FilePath/Stevens%2C%20Alfred%2C%20Erwin%20Hanfstaengl%20phot.%2C%20album%20Manet%2C%20BNF%20Gallica.jpg
http://www.wikidata.org/entity/Q1373489,Stanislas Lépine,French painter (1835-1892),http://commons.wikimedia.org/wiki/Special:FilePath/Stanislas%20L%C3%A9pine.jpeg
http://www.wikidata.org/entity/Q474066,Cornelis Springer,painter from the Northern Netherlands (1817-1891),http://commons.wikimedia.org/wiki/Special:FilePath/Cornelis%20Springer%20-%20zelfportret%20als%20houtsprokkelaar.jpg
http://www.wikidata.org/entity/Q474066,Cornelis Springer,painter from the Northern Netherlands (1817-1891),http://commons.wikimedia.org/wiki/Special:FilePath/Cornelis%20Springer%20%281817-1891%29%2C%20by%20Nicolaas%20Pieneman.jpg
http://www.wikidata.org/entity/Q474066,Cornelis Springer,painter from the Northern Netherlands (1817-1891),http://commons.wikimedia.org/wiki/Special:FilePath/Cornelis%20Springer%2C%20by%20Willem%20Steelink%20jr.jpg
http://www.wikidata.org/entity/Q711770,Dirck van Delen,Dutch Golden Age painter (1605-1671),
http://www.wikidata.org/entity/Q454671,Philips Wouwerman,painter from the Northern Netherlands (1619-1668),http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20kunstenaar%20Philips%20Wouwermans%20Portretten%20van%20kunstenaars%20%28serietitel%29%2C%20RP-P-1907-210.jpg
http://www.wikidata.org/entity/Q370567,Jan van der Heyden,"Dutch painter, glass painter, draughtsman and printmaker (1637–1712)",http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Jan%20van%20der%20Heyden%20001%20cropped.jpg
http://www.wikidata.org/entity/Q506483,Sebastiano Ricci,Italian painter (1659–1734),http://commons.wikimedia.org/wiki/Special:FilePath/Carriera%2C%20Rosalba%20-%20Sebastiano%20Ricci%20-%20Staatliche%20Kunsthalle%2C%20Karlsruhe.jpg
http://www.wikidata.org/.well-known/genid/b9cff1d8bbb700a8c7b56c3ad86f7b0c,http://www.wikidata.org/.well-known/genid/b9cff1d8bbb700a8c7b56c3ad86f7b0c,,
http://www.wikidata.org/entity/Q2341947,Wouterus Verschuur,Dutch painter (1812-1874),http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20kunstenaar%20Wouter%20Verschuur%2C%20RP-P-1918-1448.jpg
http://www.wikidata.org/entity/Q212600,Eugène Louis Boudin,French painter (1824-1898),http://commons.wikimedia.org/wiki/Special:FilePath/Boudin-eugene-c-face-half.jpg
http://www.wikidata.org/entity/Q212593,Hendrick Avercamp,Dutch painter (1585-1634),http://commons.wikimedia.org/wiki/Special:FilePath/Hendrick%20Avercamp.jpg
http://www.wikidata.org/entity/Q327395,Cornelis Beelt,painter from the Northern Netherlands (1640-1702),
http://www.wikidata.org/entity/Q431137,Jan Matsys,Flemish painter (1509–1575),http://commons.wikimedia.org/wiki/Special:FilePath/Joost%20Massys%20-%20Clock%20face%20Louvain.jpg
http://www.wikidata.org/entity/Q214074,Claude Lorrain,"French painter, draughtsman and etcher (1600—1682)",http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Lorrain.jpg
http://www.wikidata.org/entity/Q214074,Claude Lorrain,"French painter, draughtsman and etcher (1600—1682)",http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Lorrain%20%281600-1682%29.jpg
http://www.wikidata.org/entity/Q705079,Francesco Bassano the Younger,Italian painter (1549-1592),http://commons.wikimedia.org/wiki/Special:FilePath/San%20Giacomo%20dall%27Orio%20%28Venice%29%20-%20La%20Vergine%20in%20gloria%20con%20San%20Giovanni%20e%20San%20Nicol%C3%B2%20%2C%20%281570%29%20-%20Francesco%20Bassano.jpg
http://www.wikidata.org/.well-known/genid/0e4e2e7287df03ce8fc05b007758bec1,http://www.wikidata.org/.well-known/genid/0e4e2e7287df03ce8fc05b007758bec1,,
http://www.wikidata.org/entity/Q5582,Vincent van Gogh,Dutch painter (1853–1890),http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20van%20Gogh%20-%20Self-Portrait%20-%20Google%20Art%20Project%20%28454045%29.jpg
http://www.wikidata.org/entity/Q207447,Jean-Baptiste-Siméon Chardin,painter from France (1699-1779),http://commons.wikimedia.org/wiki/Special:FilePath/Chardin%20pastel%20selfportrait.jpg
http://www.wikidata.org/entity/Q207447,Jean-Baptiste-Siméon Chardin,painter from France (1699-1779),http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste%20Sim%C3%A9on%20Chardin%20023.jpg
http://www.wikidata.org/entity/Q346952,Jan Gossaert,Flemish painter (1478–1532),http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Gossart%20-%20Portrait%20of%20a%20Man%20%28Self-Portrait%29%2C%20circa%201520-1525%2C%201951.6.jpg
http://www.wikidata.org/entity/Q153472,Joos van Cleve,Flemish painter (1485–1540),http://commons.wikimedia.org/wiki/Special:FilePath/Joos%20van%20Cleve%20-%20Self-Portrait%20-%20WGA5048.jpg
http://www.wikidata.org/entity/Q314889,Pieter de Hooch,Dutch Golden Age painter (1629-1684),http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20a%2019-year-old%20man%2C%20possibly%20a%20self%20portrait%2C%20attributed%20to%20Pieter%20de%20Hooch.jpg
http://www.wikidata.org/entity/Q1701814,Master of Portraits of Princes,Early Netherlandish painter,http://commons.wikimedia.org/wiki/Special:FilePath/Ma%C3%AEtre%20des%20Portraits%20princiers%20-%20Autoportrait%20pr%C3%A9sum%C3%A9.png
http://www.wikidata.org/entity/Q432266,Willem van de Velde the Younger,Dutch painter (1633-1707),http://commons.wikimedia.org/wiki/Special:FilePath/Willem%20van%20de%20Velde%20II%20%281633-1707%29%20-%20%28by%20Lodewijk%20van%20der%20Helst%2C%201672%29.jpg
http://www.wikidata.org/entity/Q1911509,Adam van Breen,Dutch painter (c.1585-1642),
http://www.wikidata.org/entity/Q704585,Johan Jongkind,Dutch painter and printmaker regarded as a forerunner of Impressionism (1819-1891),http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Barthold%20Jongkind.jpg
http://www.wikidata.org/entity/Q704585,Johan Jongkind,Dutch painter and printmaker regarded as a forerunner of Impressionism (1819-1891),http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Barthold%20Jongkind%2001.jpg
http://www.wikidata.org/entity/Q1983400,Philips de Marlier,Flemish Baroque painter (1600-1668),http://commons.wikimedia.org/wiki/Special:FilePath/Philippe%20de%20Marlier%20Nelkenstrauss%20in%20Glasvase.jpg
http://www.wikidata.org/entity/Q1596281,Marcellin Desboutin,French painter (1823-1902),http://commons.wikimedia.org/wiki/Special:FilePath/Marcellin%20Gilbert%20Desboutin%20-%20Autoportrait.jpg
http://www.wikidata.org/entity/Q1152965,Adolphe Joseph Thomas Monticelli,French painter (1824-1886),http://commons.wikimedia.org/wiki/Special:FilePath/Monticelli%20-%20Portrait%20de%20l%27artiste%2C%2096-005026.jpg
http://www.wikidata.org/entity/Q183221,Jean-Antoine Watteau,French painter,http://commons.wikimedia.org/wiki/Special:FilePath/Rosalba%20Carriera%2C%20ritratto%20di%20gentiluomo%20Antoine%20Watteau%2C%20Complesso%20di%20Santa%20Caterina.jpg
http://www.wikidata.org/entity/Q870457,Christopher Paudiß,German artist (1630-1666),http://commons.wikimedia.org/wiki/Special:FilePath/Christoph%20Paudi%C3%9F%20-%20Selbstbildnis%20mit%20Gamsbart%20-%205607%20-%20Bavarian%20State%20Painting%20Collections.jpg
http://www.wikidata.org/entity/Q945799,Master of the Virgo inter Virgines,Early Netherlandish painter,http://commons.wikimedia.org/wiki/Special:FilePath/Maria%20met%20Jezus%20en%20vier%20heilige%20maagden%20Rijksmuseum%20SK-A-501.jpeg
http://www.wikidata.org/entity/Q104679,Thoman Burgkmair,painter,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Burgkmair%20-%20Wiedererweckung%20eines%20totgeborenen%20Kindes%20auf%20dem%20Grab%20des%20Hl.%20Petrus%20von%20Mailand%20%28um%201515%29.JPG
