item;itemLabel;itemDescription;status;altNames;GND;Proveana;VIAF;LCCN;RunDate
http://www.wikidata.org/entity/Q112450;Curt Glaser;German Jewish art historian and art collector persecuted by Nazis, refugee (1879-1943);Holocaust Aryanization or art restitution case link;Kurt Glaser;118942271;act20000125;72193565;n86026882;25-janv-24
http://www.wikidata.org/entity/Q126744327;Curt Schueler;Polish Jewish art collector (1877-1962);Holocaust Aryanization or art restitution case link;;;act00001014;;;25-janv-24
http://www.wikidata.org/entity/Q745866;Dallas Museum of Art;art museum in Dallas, Texas;Holocaust Aryanization or art restitution case link;The Dallas Museum of Art;5281152-9;;144444875;n84018765;25-janv-24
http://www.wikidata.org/entity/Q125723847;Dane Reichsmann;Croatian department store owner, art collector and Holocaust victim (1876-1942);Holocaust victim;;;;;;25-janv-24
http://www.wikidata.org/entity/Q5216725;Daniel C. Searle;American businessman, art collector, museum trustee and conservative activist;Holocaust Aryanization or art restitution case link;Daniel Searle;140211950;;103753536;;25-janv-24
http://www.wikidata.org/entity/Q2274956;Daniël George van Beuningen;Dutch coal businessman, art collector, and philanthropist (1877-1955);ALIU Red Flag;D.G. van Beuningen, Daniel George van Beuningen;129661198;;74937973;no99068020;25-janv-24
http://www.wikidata.org/entity/Q109845953;David B. Findlay;American art dealer ( d. 1989);Holocaust Aryanization or art restitution case link;David Findlay, David Findlay Jr.;;;;;25-janv-24
http://www.wikidata.org/entity/Q114495002;David Cender;Polish Jewish violin maker, art collector and Holocaust survivor (died 1966 in France);Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q97133770;David Friedmann;German Jewish businessman and art collector -(1857-1942);Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q1175852;David Nahmad;Lebanese fine art dealer and billionaire;Holocaust Aryanization or art restitution case link;;1050052064;;305857123;no2013129262;25-janv-24
http://www.wikidata.org/entity/Q5238285;David Owsley Museum of Art Ball State University;museum in Muncie, Indiana;Holocaust Aryanization or art restitution case link;Ball State University Museum of Art, David Owsley Museum of Art;;;131324033;n77015057;25-janv-24
http://www.wikidata.org/entity/Q111014598;David Reder;art dealer;Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q119411724;David Tunkl;American art dealer;Holocaust Aryanization or art restitution case link;;;;6454337;;25-janv-24
http://www.wikidata.org/entity/Q1189960;Denver Art Museum;museum in Denver, Colorado, United States;Holocaust Aryanization or art restitution case link;Denver Art Association, Denver Artists Club;;;124991483;n79055441;25-janv-24
http://www.wikidata.org/entity/Q55747441;Dirk Albert Hoogendijk;Dutch art dealer, gallerist (1895-1975);ALIU Red Flag;D.A. Hoogendijk, D. A. Hoogendijk, D A Hoogendijk;;;;;25-janv-24
http://www.wikidata.org/entity/Q55747441;Dirk Albert Hoogendijk;Dutch art dealer, gallerist (1895-1975);ALIU Red Flag;D. A. Hoogendijk, D A Hoogendijk, D.A. Hoogendijk;;;;;25-janv-24
http://www.wikidata.org/entity/Q5280823;Dirk Hannema;Dutch art collector, museum director, member of Seyss-Inquart organisation (1895-1984);ALIU Red Flag;Dr Hannema, Dr. Dirk Hannema;13032177X;;2635781;n85251408;25-janv-24
http://www.wikidata.org/entity/Q69009771;Dolly Feierabend;art market actor and wife of Olympic skier;ALIU Red Flag;Dolly Engel, Frau Feierabend;;act20000091;;;25-janv-24
http://www.wikidata.org/entity/Q668545;Dorotheum;Austrian jewelry/art trading company and auction house in Vienna;ALIU Red Flag;"""Versatz- und Fragamt zu Wien"", Aunt Dorothy, The Dorotheum";2058319-9;;143109720;n83214362;25-janv-24
http://www.wikidata.org/entity/Q69399893;Dr. Armstedt;The Hague. Director of Devisenschutkommando;ALIU Red Flag;Armstedt;;;;;25-janv-24
http://www.wikidata.org/entity/Q29001877;Dr. Friedrich Wolffhardt;German SS librarian for Linz museum involved in looting;ALIU Red Flag;Wolffhardt, Dr. Friedrich;127598308;;10872848;;25-janv-24
http://www.wikidata.org/entity/Q107676574;Dr. Fritz Rosenfeld;German doctor and art collector (1877–1942);Holocaust Aryanization or art restitution case link;Frederick Rosenfeld;;;;;25-janv-24
http://www.wikidata.org/entity/Q105391606;Dr. Sascha Schwabacher;holocaust victim, b. 1875-07-29;Holocaust victim;Sascha Schwabacher;127970126;;1050648;;25-janv-24
http://www.wikidata.org/entity/Q35275336;Dr. Willi Raeber;Art Dealer, President of Swiss Art Trading Association;ALIU Red Flag;Willi Raeber;;;;;25-janv-24
http://www.wikidata.org/entity/Q1258529;Dresdner Bank;company;Holocaust Aryanization or art restitution case link;;63008-1;;127265120;n81114443;25-janv-24
http://www.wikidata.org/entity/Q13575004;E. & A. Silberman Galleries;commercial art gallery;Holocaust Aryanization or art restitution case link;A. & E. Silberman Galleries, E & A Silberman, E. & A. Galleries, E. and A. Silberman, Silberman Galleries, E.A. Silberman Galleries, Inc.;;;;;25-janv-24
http://www.wikidata.org/entity/Q55676631;E. Heinrich Zimmermann;German museum director and art historian (1886-1971);ALIU Red Flag;Ernst Heinrich Zimmermann;128809701;act00001982;88501290;no2009073531;25-janv-24
http://www.wikidata.org/entity/Q117199501;E. J. Meyer Bank;bank in  Berlin;ALIU Red Flag;;1070829935;;315180763;nb2015005691;25-janv-24
http://www.wikidata.org/entity/Q1279464;Eberhard W. Kornfeld;Swiss art dealer and collector (1923–2023);Holocaust Aryanization or art restitution case link;Eberhard Kornfeld, Ebi, E. W. Kornfeld;121767035;act00000975;66592023;n50043282;25-janv-24
http://www.wikidata.org/entity/Q126093027;Edouard Gras;French art expert in charge of Jewish goods during Nazi occupation;ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q3579906;Édouard Jonas;French Jewish art dealer and politician (1883-1961);Holocaust Aryanization or art restitution case link;Edouard Jonas, Edouard Leon Jonas;;;291552365;;25-janv-24
http://www.wikidata.org/entity/Q19753824;Eduard Plietzsch;German art art dealer, co-director Galerie Van Diemen, member Nazi looting org Dienststelle Muehlmann in Holland (1886 - 1961);ALIU Red Flag;Eduard Plietsch, Eduard Plietzseh, Jan Altenburg, Plietsch, Plietsch, Dr. E., Plietzsch, Dr Eduard;119452995;act10000450;24699477;n86861325;25-janv-24
http://www.wikidata.org/entity/Q1290744;Eduard von der Heydt;banker, art collector, Nazi (1882-1964);ALIU Red Flag;Baron Eduard von der Heydt, Baron von der Heydt, Eduard Freiherr von der Heydt;118704486;;59367938;nr89012420;25-janv-24
http://www.wikidata.org/entity/Q43301751;Edward Speelman;British art dealer (1910-1994);Holocaust Aryanization or art restitution case link;Edward Joseph Speelman, Edward Speelman, Ltd.;137065965;;41525010;no2003030395;25-janv-24
http://www.wikidata.org/entity/Q47153510;Elfriede Langeloh;German art dealer active in France;ALIU Red Flag;Frau Langeloh;;;;;25-janv-24
http://www.wikidata.org/entity/Q114384628;Elisabeth Bamberger;German Jewish businesswoman and art collector (1889-1971);Holocaust Aryanization or art restitution case link;Elisabeth Mendl, Elizabeth Bamberger;;;;;25-janv-24
http://www.wikidata.org/entity/Q28192906;Emanuel Kohn;German Jewish painter and art dealer (1863-1942), murdered in the Holocaust;Holocaust victim;;116308257;;54896846;;25-janv-24
http://www.wikidata.org/entity/Q28870567;Emanuel Lewenstein;Dutch Jewish sewing machine trader and art collector (1870-1930);Holocaust Aryanization or art restitution case link;Emanuel Albert Lewenstein;1220654604;;8,02416E+21;;25-janv-24
http://www.wikidata.org/entity/Q113530857;Emanuel Vita Israel;Dutch pharmacist and art collector, Jewish, suicide in 1940 (1873-1940);Holocaust Aryanization or art restitution case link;E. Vita Israel;;;263043767;;25-janv-24
http://www.wikidata.org/entity/Q95479467;Emil Freund;art collector and holocaust victim, b. 1886-04-29;Holocaust victim;Dr. Emil Freund;;;84207604;;25-janv-24
http://www.wikidata.org/entity/Q96297;Emil Georg Bührle;Swiss businessman of German origin, arms industrialist and art collector (1890-1956);ALIU Red Flag;Buehrle, E.G. Bührle, Emil Buehrle, Emil Bührle, Emil Georg Buehrle;118948474;act10001838;3270210;nr91002670;25-janv-24
http://www.wikidata.org/entity/Q15807993;Emil Kaim;Breslau Jewish art collector (1872-1951);Holocaust Aryanization or art restitution case link;;1295098350;;2,90017E+21;;25-janv-24
http://www.wikidata.org/entity/Q99038;Emil Kunze;German archaeologist (1901-1994);ALIU Red Flag;Dr. Prof Emil Kunze;116613653;;29547382;n86827975;25-janv-24
http://www.wikidata.org/entity/Q96178;Emil Puhl;German Nazi banker, VP Deutsche Bank,BIS, convicted of war crimes at Nuremberg (1889-1962);ALIU Red Flag;Emil Johann Puhl, Emil Johann Rudolf Puhl;124997856;;30485602;no2017109976;25-janv-24
http://www.wikidata.org/entity/Q1337998;Emma Budge;German Jewish art collector (1852-1937);Holocaust Aryanization or art restitution case link;Emma Lazarus Budge, Emma Ranette Budge, Emma Ranette Budge-Lazarus;123709547;act10000027;62461819;;25-janv-24
http://www.wikidata.org/entity/Q1350820;Erhard Göpel;German art historian, Hitler's Linz agent (1906-1966);ALIU Red Flag;Goepel, Dr. E. Göpel, Erhard Goepel, Goepel, Dr Erhard;116705000;;93436676;n85035777;25-janv-24
http://www.wikidata.org/entity/Q1351943;Erich Benjamin;German pediatrician (1880-1943);Holocaust Aryanization or art restitution case link;;129705713;;57699185;nr2006024065;25-janv-24
http://www.wikidata.org/entity/Q123054912;Erich Schiffman;Austrian businessman and spy (b.1920);ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q777344;Erich Šlomović;Yugoslav art collector, Jewish, arrested and killed in a concentration camp in 1943.;Holocaust victim;Chlomovitch, Erih Slomovic;;;316737273;;25-janv-24
http://www.wikidata.org/entity/Q28870269;Erika Hanfstaengl;German art historian involved in art looting (1912-2003);ALIU Red Flag;;116446072;;42311387;no95050148;25-janv-24
http://www.wikidata.org/entity/Q18221525;Ernest Brummer;archeologist, gallery owner, and collector (1891-1964);ALIU Red Flag;Brummer, E.;119014483;;3271555;nr95020059;25-janv-24
http://www.wikidata.org/entity/Q72127;Ernst Boepple;German Nazi Bavarian minister of culture, general, convicted war criminal (1887-1950);ALIU Red Flag;;116224592;;97686790;no2003081506;25-janv-24
http://www.wikidata.org/entity/Q1357676;Ernst Buchner;German art historian, director of the Bavarian State Paintings Collection during the Third Reich (1933-1945), and postwar (1953-1957);ALIU Red Flag;;104047712;;115065117;n88088509;25-janv-24
http://www.wikidata.org/entity/Q98709425;Ernst Egger;Austrian entrepreneur, art collector and Holocaust victim (1886-1944);Holocaust victim;;143668501;;169235387;;25-janv-24
http://www.wikidata.org/entity/Q98709425;Ernst Egger;Austrian entrepreneur, art collector and Holocaust victim (1886-1944);Holocaust victim, Jewish collectors and art dealers victim of Nazi persecution, Holocaust Aryanization or art restitution case link;;143668501;;169235387;;25-janv-24
http://www.wikidata.org/entity/Q94786490;Ernst Flersheim;German-Jewish merchant, entrepreneur art collector, patron of the arts;;;;;;;
http://www.wikidata.org/entity/Q50918914;Ernst Paul Caesar Heinrich Proehl;Dutch art collector (1885-1973);ALIU Red Flag;E.P.C.H. Proehl, Ernst Proehl;;;;;25-janv-24
http://www.wikidata.org/entity/Q94929996;Ernst Pollack;Austrian Jewish art collector murdered in the Holocaust , b. 1865-02-04;Holocaust victim;Ernst Friedrich Pollak;1063684668;;311756656;;25-janv-24
http://www.wikidata.org/entity/Q94929996;Ernst Pollack;Austrian Jewish art collector murdered in the Holocaust , b. 1865-02-04;Holocaust victim, Jewish collectors and art dealers victim of Nazi persecution, Holocaust Aryanization or art restitution case link;Ernst Friedrich Pollak;1063684668;;311756656;;25-janv-24
http://www.wikidata.org/entity/Q81785169;Ernst Saulmann;German Jewish art collector (1881-1946);Holocaust Aryanization or art restitution case link;;1174944463;;1,91615E+21;;25-janv-24
http://www.wikidata.org/entity/Q89724;Ernst von Gotthilf-Miskolczy;Austrian architect and art collector (1865-1950);Holocaust Aryanization or art restitution case link;Ernst Donath Gotthilf von Miskolcz;1011384191;;170459505;no2014000192;25-janv-24
http://www.wikidata.org/entity/Q1363575;Erwin Weill;Austrian writer died in Nazi camp (1885-1942);Holocaust victim;Ervín Weil;135272572;;40071899;nr97004616;25-janv-24
http://www.wikidata.org/entity/Q57268310;Étienne Ader;French art dealer and auctionneer (1912-;ALIU Red Flag;Ader, Etienne, Étienne Jean Ader, Maître Étienne Ade;;;117355055;n87805090;25-janv-24
http://www.wikidata.org/entity/Q20730464;Étienne Bignou;French art dealer (1891-1950);ALIU Red Flag;Bignou Gallery, Bignou, Bignou Galerie, Bignou's, e. bignou, E. Bignou, etienne bignou, Etienne Bignou, Galerie Bignou, Inc. Bignou Gallery, Mr. Bignou;1148119914;;3,81215E+21;;25-janv-24
http://www.wikidata.org/entity/Q98806862;Ettore Sestieri;Italian art dealer;ALIU Red Flag;Dott. Ettore Sestieri, Prof. Ettore Sestieri;;;;no2009083050;25-janv-24
http://www.wikidata.org/entity/Q105486431;Eugen Bruschwiller;art dealer, Nazi party member, friend of Hitler;ALIU Red Flag;Eugen Brüschwiller, Eugen Brüschwiler;;act10003650;;;25-janv-24
http://www.wikidata.org/entity/Q104526039;Eugen Buchthal;German Jewish businessman and art collector persecuted by the Nazis;Holocaust Aryanization or art restitution case link;Eugen Moritz Buchthal;;act00000871;;;25-janv-24
http://www.wikidata.org/entity/Q130246255;Eugen Carl Goldschmidt;German Jewish chemist and art collector, suicide (1878-1938);Holocaust Aryanization or art restitution case link;Dr. Eugen Carl Goldschmidt, Eugen Goldschmidt;;;;;25-janv-24
http://www.wikidata.org/entity/Q1372556;Eugen Gutmann;German banker (1840-1925);Holocaust Aryanization or art restitution case link;;129003972;act10000351;20750123;;25-janv-24
http://www.wikidata.org/entity/Q53563347;Eugene Thaw;American art collector and philanthropist;Holocaust Aryanization or art restitution case link;E. V. Thaw, Eugene V. Thaw, Eugene Victor Thaw;;;2516598;n86024890;25-janv-24
http://www.wikidata.org/entity/Q107644676;Eugenio Ventura;Italian art dealer involved in Nazi-looted art (1887-1949);ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q104249074;Felix Benjamin;German Jewish businessman and art collector, killed in Holocaust, (b. 1871-01-26 - d. 1943 Theresienstadt concentration camp);Holocaust victim;;;;;;25-janv-24
http://www.wikidata.org/entity/Q105354608;Felix Ganz;German Jewish businessman, art collector, holocaust victim, b. 1869-09-27;Holocaust victim;;1232690120;;6,63816E+21;;25-janv-24
http://www.wikidata.org/entity/Q457663;Felix Kersten;Finnish masseur for Heinrich Himmler (1898-1960);ALIU Red Flag;Kersten, Eduard Alexander-Felix, Eduard Alexander Felix Kersten, Eduard Alexander-Felix Kersten;118722034;;24891291;n92121678;25-janv-24
http://www.wikidata.org/entity/Q1403596;Felix Kuetgens;German art historian and museum director (1890-1976);ALIU Red Flag;Dr Kuetgens, Kuetgens, Dr Felix;1055481923;;39816623;;25-janv-24
http://www.wikidata.org/entity/Q861074;Ferenc Chorin;Hungarian Jewish businessman and art collector, Aryanized by Nazis (1879-1964);Holocaust Aryanization or art restitution case link;;123010853;;77211217;no2001042847;25-janv-24
http://www.wikidata.org/entity/Q324935;Ferenc Hatvany;Hungarian painter and art collector (1881-1958);Holocaust Aryanization or art restitution case link;Baron de Hatvany Ferencz, Baron Ferenc Hatvany, Baron Hatvany, Br. Hatvany Ferenczy, Ferenc Hátvany, Ferenc, Baron Hátvany, Ferencz baron de Hatvany, Ferencz Hatvany, Ferencz von Hatvany, Ferencz, Baron de Hatvany;123636159;;62459997;;25-janv-24
http://www.wikidata.org/entity/Q97693098;Ferruccio Asta;Italian art dealer (1900-1952);ALIU Red Flag;Asta, Ferruccio;;;233291018;;25-janv-24
http://www.wikidata.org/entity/Q41176024;Firma Haus für Volkskunst und Tracht;costume store in Munich run by the brothers Julius and Moritz Wallach, which was located at Residenzstraße 3, Aryanized by Nazis;Holocaust Aryanization or art restitution case link;Residenzstraße 3;;;;;25-janv-24
http://www.wikidata.org/entity/Q62070475;Flora Biach;holocaust victim, b. 1877-06-12;Holocaust victim;;127416552;;15792321;;25-janv-24
http://www.wikidata.org/entity/Q666331;Foundation E.G. Bührle Collection;art collection in Zurich, Switzerland;Holocaust Aryanization or art restitution case link;Bührle Foundation, E.G. Bührle Collection, E.G. Bührle Foundation, Emil Bührle Collection, Foundation E.G. Buhrle, Sammlung E.G. Bührle;;;144681477;nr91003152;25-janv-24
http://www.wikidata.org/entity/Q1441287;Francesco von Mendelssohn;German musician, actor, art collector, persecuted by Nazis because of Jewish heritage (1901-1972);Holocaust Aryanization or art restitution case link;Franz von Mendelssohn, Francesco Otto von Mendelssohn;116877111;;88415583;n2009033144;25-janv-24
http://www.wikidata.org/entity/Q56525704;Francis Drey;German Jewish art dealer (1885-1952);Holocaust Aryanization or art restitution case link;F A Drey, F. A. Drey, F.A. Drey, Francis A. Drey, Franz Drey, M.H. Limited;;;;;25-janv-24
http://www.wikidata.org/entity/Q1446452;Francis Matthiesen;German art dealer (1898-1963);Holocaust Aryanization or art restitution case link;Galerie Matthiesen, Franz Catzenstein, Franz Zatzenstein, Berlin, Zatzenstein;12929991X;act10000048;33073000;no2019034952;25-janv-24
http://www.wikidata.org/entity/Q21130370;Frank C. Petschek;German Bohemian businessman;Holocaust Aryanization or art restitution case link;Franz Petschek;1214403948;;3,77016E+21;;25-janv-24
http://www.wikidata.org/entity/Q1447791;Franz Kieslinger;Austrian art historian and businessman involved in looting with the Dienststelle Mühlmann;ALIU Red Flag;Dr Franz Kieslinger, Dr. Kiesslinger, Kiesslinger;13298170X;;43014117;nr88000420;25-janv-24
http://www.wikidata.org/entity/Q108324069;Franz Oppenheimer;Germany Jewish industrialist and art collector, plundered by Nazis (1871-1950);Holocaust Aryanization or art restitution case link;Dr. Franz Oppenheimer;;;;;25-janv-24
http://www.wikidata.org/entity/Q15810322;Franz von Wolff-Metternich;German art historian (1893-1978) ;;;;;;;
http://www.wikidata.org/entity/Q131441958;Franziska Löw;Austrian Jewish art collector ((1866–1940);Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q47152433;Frau Maria Gillhausen;German art dealer;ALIU Red Flag;Maria Gillhausen;;;;;25-janv-24
http://www.wikidata.org/entity/Q67200644;Frau Wismer May;art dealer, intermediary (b.1904);ALIU Red Flag;Frau May, Mrs Wismer May;;;;;25-janv-24
http://www.wikidata.org/entity/Q5495608;Fred Jones Jr. Museum of Art;museum in Norman, Oklahoma;Holocaust Aryanization or art restitution case link;;;;156842367;nr94001597;25-janv-24
http://www.wikidata.org/entity/Q110879015;Frederic Wolff-Knize;German Jewish businessman and art collector (1890-1949);Holocaust Aryanization or art restitution case link;Fritz Wolff, Frederick Knize, Fritz Wolff-Knize, Friedrich Wolff-Knize;;;1,41523E+19;no2018039189;25-janv-24
http://www.wikidata.org/entity/Q33315010;Frederick Mont;Austrian art dealer, owner of Frederick Mont Inc in NY and Galerie Sanct Lucas in Vienna (1894-1994);Holocaust Aryanization or art restitution case link;frederick Mont, Frederick Mont, Inc, Frederick, Dr. Mont, Frederik Mont, Fritz Mondschein, Frtis Mondschein, Mondschein, Mont Inc., A.F. Mondschein, Adolf Fritz Mondschein, F. Mondschein, Frederick (Adolf Fritz) Mont (Mondschein), Frederick Mondschein;;;139936107;no2007138555;25-janv-24
http://www.wikidata.org/entity/Q5503811;Friedrich Gutmann;Dutch Jewish art collector, murdered in the Holocaust (1886-1944);Holocaust victim;Bernhard Gutman, F.B.E. Gutmann, Friederich Bernhard Eugen Gutmann, Fritz Gutmann, Fr. Gutmann, Haarlem, Fritz Gutmann, Heemstede;123271770;;3375432;;25-janv-24
http://www.wikidata.org/entity/Q130226372;Friedrich Guttsmann;Breslau businessman and art collector, persecuted by Nazis because of Jewish heritage (1888-1959);Holocaust Aryanization or art restitution case link;Friedrich Emil Guttsmann;;act10004325;;;25-janv-24
http://www.wikidata.org/entity/Q536607;Friedrich Heinrich Zinckgraf;German art dealer and philatelist (1878-1954);ALIU Red Flag;;126412081;act10002114;5923764;;25-janv-24
http://www.wikidata.org/entity/Q1415278;Friedrich Muthmann;German Nazi art historian, museum director archaeologist and diplomat (1901-1981);ALIU Red Flag;Dr Muthmann, Fritz Muthmann;117204250;;55518876;n83034045;25-janv-24
http://www.wikidata.org/entity/Q1462781;Friedrich Welz;Austrian art dealer, publisher, Nazi party member (1903-1980);ALIU Red Flag;Welz, Friedrich Maximilian;119224712;act10001750;2600749;n83142480;25-janv-24
http://www.wikidata.org/entity/Q17417910;Fritz Dworschak;Austrian numismatist, art historian, museum director, Nazi party member (1890–1974);ALIU Red Flag;Dr Fritz Dworschak, Friedrich Dworschak;136589162;;80907734;no99056114;25-janv-24
http://www.wikidata.org/entity/Q104673047;Fritz Goldschmidt;holocaust victim, b. 1871-12-19;Holocaust victim;;;;;;25-janv-24
http://www.wikidata.org/entity/Q87857;Fritz Grünbaum;Austrian cabaret artist, art collector and Holocaust victim (1880–1941);Holocaust victim;Franz Grunbaum, Franz Friedrich Grünbaum;119368129;;74077040;n86138300;25-janv-24
http://www.wikidata.org/entity/Q87857;Fritz Grünbaum;Austrian cabaret artist, art collector and Holocaust victim (1880–1941);Holocaust victim, Jewish collectors and art dealers victim of Nazi persecution, Holocaust Aryanization or art restitution case link;Franz Grunbaum, Franz Friedrich Grünbaum;119368129;;74077040;n86138300;25-janv-24
http://www.wikidata.org/entity/Q1418856;Fritz Nathan;art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972);ALIU Red Flag;Dr. Fritz Nathan, Fritz Mathan, Fritz Najean;116884916;act10000032;42600680;n2006038767;25-janv-24
http://www.wikidata.org/entity/Q121070817;Fritz Neuberger;German Jewish textile manufacturer and art collector murdered in the Holocaust (1877–1943);Holocaust victim;;;;;;25-janv-24
http://www.wikidata.org/entity/Q695289;Fritz Wotruba;Austrian sculptor (1907–1975);ALIU Red Flag;Wortruba;118635263;;51867441;n50013197;25-janv-24
http://www.wikidata.org/entity/Q85087215;Gabriele Oppenheimer;Austrian art collector (1853-1943);Holocaust Aryanization or art restitution case link;Gabriele Freifrau von Oppenheimer, Gabriele Oppenheimer, Yella Oppenheimer, Gabriele Todesco;1102402745;;1,30147E+20;;25-janv-24
http://www.wikidata.org/entity/Q85087215;Gabriele Oppenheimer;Austrian art collector (1853-1943);Holocaust Aryanization or art restitution case link;Gabriele Freifrau von Oppenheimer, Gabriele Oppenheimer, Yella Oppenheimer, Gabriele Todesco;117138304;;1,30147E+20;;25-janv-24
http://www.wikidata.org/entity/Q85087215;Gabriele Oppenheimer;Austrian art collector (1853-1943);Holocaust Aryanization or art restitution case link;Gabriele Freifrau von Oppenheimer, Gabriele Oppenheimer, Yella Oppenheimer, Gabriele Todesco;1102402745;;37685716;;25-janv-24
http://www.wikidata.org/entity/Q85087215;Gabriele Oppenheimer;Austrian art collector (1853-1943);Holocaust Aryanization or art restitution case link;Gabriele Freifrau von Oppenheimer, Gabriele Oppenheimer, Yella Oppenheimer, Gabriele Todesco;117138304;;37685716;;25-janv-24
http://www.wikidata.org/entity/Q3094593;Galerie Charpentier;French art gallery at 76 rue du Faubourg-Saint-Honoré, Paris (today Sotheby's Paris);ALIU Red Flag;Hôtel Jean Charpentier;5091600-2;;128559024;no90015095;25-janv-24
http://www.wikidata.org/entity/Q69008651;Galerie Epoques;commercial art gallery and auction house in Zurich;ALIU Red Flag;Epoques Gallery;;;138198223;;25-janv-24
http://www.wikidata.org/entity/Q47001605;Galerie Fischer;Swiss auction house;ALIU Red Flag;Fischer, Galerie Fischer Auktionen Lucerne;;;153648862;n83227232;25-janv-24
http://www.wikidata.org/entity/Q72967164;Galerie Flechtheim;1913-1933 Berlin Dealer/Gallery Aryanized under the Nazis;Holocaust Aryanization or art restitution case link;;26327-8;;;;25-janv-24
http://www.wikidata.org/entity/Q113275942;Galerie Harding;commercial art gallery, aryanized in Nazi era;Holocaust Aryanization or art restitution case link;Galerie Helene Harding;;;;;25-janv-24
http://www.wikidata.org/entity/Q109744741;Galerie Heim-Gairac;commercial art gallery, Paris;ALIU Red Flag;Galerie G. Heim Gairac, Georges Gairac, Georges Heim-Gairac, Paris;16319536-5;;197724119;;25-janv-24
http://www.wikidata.org/entity/Q97621190;Galerie Henri Benezit;commercial art gallery;Holocaust Aryanization or art restitution case link;Galerie Benezit, Galerie Bénézit, Galérie Benezit, Galerie Bénézit of Paris, Galerie Henri Bénézit;;;127400309;;25-janv-24
http://www.wikidata.org/entity/Q86925852;Galerie Hugo Helbing;commercial art gallery and auction house Aryanized under Nazis;Holocaust Aryanization or art restitution case link;;;;135319443;nr96044645;25-janv-24
http://www.wikidata.org/entity/Q23984338;Galerie Kornfeld;Swiss auction house, art dealership founded in 1864, also known as Klipstein & Kornfeld or Richard Gutekunst;Holocaust Aryanization or art restitution case link;Richard Gutekunst, Gutekunst & Klipstein, Klipstein & Kornfeld, Klipstein and Kornfeld, Kornfeld & Klipstein, Kornfeld and Klipstein;;;;;25-janv-24
http://www.wikidata.org/entity/Q97884560;Galerie Kurt Meissner;art dealership, art gallery;Holocaust Aryanization or art restitution case link;;;;133201329;n85287551;25-janv-24
http://www.wikidata.org/entity/Q125115760;Galerie M. Schulthess;Swiss art dealership;ALIU Red Flag;Galerie Schulthess (Margrit);;;7,34146E+20;;25-janv-24
http://www.wikidata.org/entity/Q68936185;Galerie Neupert;commercial art gallery, auction house and publisher in Zurich;ALIU Red Flag;Neupert, Albin Neupert, Galerie, Neupert, Neupert Gallery;5503653-3;;136953587;;25-janv-24
http://www.wikidata.org/entity/Q97654636;Galerie Pierre;French art gallery Aryanized under the Nazis;Holocaust Aryanization or art restitution case link;;;act10003742;159448145;;25-janv-24
http://www.wikidata.org/entity/Q54913524;Galerie Renou et Colle;art dealership, gallery;ALIU Red Flag;Renov & Colle, Renou & Colle, Renou & Poyet, Renou and Poyet, Renou et Colle;;;232931268;no2012034012;25-janv-24
http://www.wikidata.org/entity/Q54913524;Galerie Renou et Colle;art dealership, gallery;ALIU Red Flag;Renou & Colle, Renou & Poyet, Renou and Poyet, Renou et Colle, Renov & Colle;;;232931268;no2012034012;25-janv-24
http://www.wikidata.org/entity/Q47035109;Galerie Tanner;Swiss commercial art gallery;ALIU Red Flag;;;;172917926;;25-janv-24
http://www.wikidata.org/entity/Q109333033;Galerie Welz;Austrian commercial art gallery owned by Friedrich Welz, active under the Nazis and postwar;ALIU Red Flag;Friedrich Welz;;;121660573;;25-janv-24
http://www.wikidata.org/entity/Q83383893;Galerie Würthle;Austrian Art Gallery, founded 1865, Aryanized in 1938;Holocaust Aryanization or art restitution case link;;;act10003398;;;25-janv-24
http://www.wikidata.org/entity/Q28835258;Gallery van Diemen;art gallery in Berlin, closed 1935 after forced auction by Nazis;Holocaust Aryanization or art restitution case link;Van Diemen, Galerie van Diemen, Galerie Van Diemen & Co., Van Diemen gallery, Van Diemen & Co;2097839-X;act10003177;144284076;n83130012;25-janv-24
http://www.wikidata.org/entity/Q673314;GE Jenbacher;company;Holocaust Aryanization or art restitution case link;Jenbacher Werke;5568940-1;;307324257;;25-janv-24
http://www.wikidata.org/entity/Q165631;Gemäldegalerie;art museum in Berlin, Germany;Holocaust Aryanization or art restitution case link;Gemäldegalerie Berlin, Gemaeldegalerie, Gemäldegalerie, Berlin;806975-X;;139597962;n94003740;25-janv-24
http://www.wikidata.org/entity/Q119141919;Georg Eduard Behrens;German Jewish banker and art collector persecuted by the Nazis (1881-1956);Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q131597037;Georg Hess;German Jewish shoe manufacturer and art collector murdered by Nazis (1868-1943);Holocaust victim;Georg Heß;;;;;25-janv-24
