item;itemLabel;itemDescription;status;altNames;GND;Proveana;VIAF;LCCN;RunDate
http://www.wikidata.org/entity/Q109263;Georg Schäfer;German businessman, art collector and Nazi (1896-1975);Member of NSDAP;;121416518;;50082141;n81110246;25-janv-24
http://www.wikidata.org/entity/Q106452268;Georges Bernheim;French art dealer (1870-1958);Holocaust Aryanization or art restitution case link;;;;5,91547E+19;;25-janv-24
http://www.wikidata.org/entity/Q3102590;Georges Delfanne;Belgian collaborator, German agent, art trafficker (1913-1947);ALIU Red Flag;George Henri Delfanne;;;;;25-janv-24
http://www.wikidata.org/entity/Q100708518;Georges Destrem;art dealer on ALIU red flag list;ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q125476316;Georges Lotfi;Lebanese antiquities dealer;Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q669893;Georges Mandel;French Jewish politician, resistance fighter and art collector, murdered in the Holocaust (1885-1944);Holocaust Aryanization or art restitution case link;;119078872;;49264696;n91053655;25-janv-24
http://www.wikidata.org/entity/Q108128372;Georges Renand;art dealer (1879-1968);ALIU Red Flag;;138555850;;90835685;;25-janv-24
http://www.wikidata.org/entity/Q108128372;Georges Renand;art dealer (1879-1968);ALIU Red Flag;;138555850;;1,83316E+21;;25-janv-24
http://www.wikidata.org/entity/Q55674646;Gerd Rosen;German art dealer, antiquarian, gallery owner (1903-1961);Holocaust Aryanization or art restitution case link;;116621281;act10000920;72150084;;25-janv-24
http://www.wikidata.org/entity/Q89820;Gerdy Troost;German art dealer, purchaser for Linz and personal adviser in art matters to Hitler.;;;;;;;
http://www.wikidata.org/entity/Q123091326;Gerhard Fritze;German banker;ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q1512684;Gerhard Utikal;head of Einsatzstab Reichsleiter Rosenberg looting organisation (1912-1982);ALIU Red Flag;;1079566112;;8394814;;25-janv-24
http://www.wikidata.org/entity/Q214993;Gerhard Wolf;German diplomat, Nazi party member (1896-1971);ALIU Red Flag;Dr Gerhard Wolf;129107433;;47832208;;25-janv-24
http://www.wikidata.org/entity/Q1512923;Gerhart B. Ladner;Austrian-born Canadian art historian and medievalist, refugee from Nazis (1905-1993);Holocaust Aryanization or art restitution case link;;119213117;;111152160;n84092383;25-janv-24
http://www.wikidata.org/entity/Q1515139;Gert Adriani;German art historian;;;;;;;
http://www.wikidata.org/entity/Q1515139;Gert Adriani;German art historian;;;;;;;
http://www.wikidata.org/entity/Q1515593;Gertrud Kantorowicz;German art historian (1876-1945) died in Holocaust;Holocaust victim;Gertrude Kantorowicz;119368153;;18030172;n86032621;25-janv-24
http://www.wikidata.org/entity/Q1520508;Gewerkschaft Brucher Kohlenwerke;German coal company owned by Jewish industrialists, Aryanized under Nazis;Holocaust Aryanization or art restitution case link;Těžařstvo Lomské uhelné doly;5160107-2;;;;25-janv-24
http://www.wikidata.org/entity/Q125246074;Gilbert Levy;French Jewish art collector of porcelain murdered at Auschwitz (1884-1944);Holocaust victim;Gilbert Lévy;;;;;25-janv-24
http://www.wikidata.org/entity/Q1524334;Gilhofer & Ranschburg, Vienna;Gilhofer und Ranschburg;ALIU Red Flag;Gilhofer & Ranschburg (Vienne);139425-3;;123194258;n87847962;25-janv-24
http://www.wikidata.org/entity/Q60403581;Gilhofer & Ranschburg. Lucerne, Suisse;Swiss branch of Gilhofer & Ranschburg, created in 1924 by William H. Schab;ALIU Red Flag;;;;145465877;n84083376;25-janv-24
http://www.wikidata.org/entity/Q125423735;Giorgio Sangiorgi;Italian art dealer (1886–1960);ALIU Red Flag;;;;267616612;;25-janv-24
http://www.wikidata.org/entity/Q58097786;Gisela Limberger;Göring's private secretary (1893-1980);ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q105471508;Gisela Pollak;Austrian art collector;Holocaust victim;Gisela Neuman de Végvár, Gisela Pollack;1063684889;;311756669;;25-janv-24
http://www.wikidata.org/entity/Q47035126;Gottfried Tanner;Swiss art dealer, president Swiss art dealers association (1880–1958);ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q17277888;Gottlieb Friedrich Reber;Swiss art dealer and art collector (1880-1959);ALIU Red Flag;Dr. G.F. Reber, G.F., Dr. Reber, Gottlieb Friedrich Reber Dr., Gottlieb Friedrich, Dr. Reber, Gottlieb Reber, J.F., Dr. Reber;123274877;;64910451;;25-janv-24
http://www.wikidata.org/entity/Q98478755;Gottlieb Kraus;German Jewish art collector persecuted by Nazis (1867-1952);Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q125811605;Grégoire Schusterman;Russian Jewish art dealer active in France (1889-1976);Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q1561792;Günther Schiedlausky;German art historian, ERR member;ALIU Red Flag;Guenther Schiedlausky;129397598;;67544501;n85002089;25-janv-24
http://www.wikidata.org/entity/Q67145714;Gustaaf Hamburger;Dutch Jewish banker and art collector (1887-1977);Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q99270;Gustav Abb;German Nazi Librarian (1886-1945);ALIU Red Flag;Abb, Dr. Gustav, Dr Gustav Abb, Gustav thick thorn Abb;116000368;;59075886;no2010017719;25-janv-24
http://www.wikidata.org/entity/Q19753895;Gustav Barthel;German museum director and Nazi party member (1903-1972);ALIU Red Flag;;17405727X;;71753140;nr00022194;25-janv-24
http://www.wikidata.org/entity/Q97393718;Gustav Cramer;Dutch art dealer in the Hague;ALIU Red Flag;Gustav Kramer;;;6,65158E+20;;25-janv-24
http://www.wikidata.org/entity/Q55674246;Gustav Kirstein;German Jewish publisher and art collector (1870-1934);Holocaust Aryanization or art restitution case link;Dr. Gustav Kirstein;116190191;;42583059;no2008112820;25-janv-24
http://www.wikidata.org/entity/Q124174461;Gustav Mayer;German Jewish businessman and art collector (1856-1940);Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q1556283;Gustav Rau;German physician and art collector (1922-2002);Holocaust Aryanization or art restitution case link;;122444949;;45183234;nr00036390;25-janv-24
http://www.wikidata.org/entity/Q19661348;Gustav Rochlitz;German art dealer of Paris and Baden-Baden who was a key figure in the looting of art during the Second World War (1889-1972);ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q27518263;Gustav Rüdenberg;German Jewish bookseller and art collector , holocaust victim (1868-1941);Holocaust victim;;1035119854;;302873433;;25-janv-24
http://www.wikidata.org/entity/Q47309569;Hans Bamman;German art dealer, member of ERR art looting organization, Einsatzstab Reichsleiter Rosenberg;ALIU Red Flag;Hans Bammann;;;;;25-janv-24
http://www.wikidata.org/entity/Q28848103;Hans Bammann Art Gallery;German art dealership;ALIU Red Flag;Galerie Hans Bammann;;act10003145;129914619;;25-janv-24
http://www.wikidata.org/entity/Q86722;Hans Fischböck;Austrian banker and Nazi Minister of Finance in Austria following the Anschluss (1895-1967);ALIU Red Flag;Fischboeck, Hans Fischboeck;123565073;;52599655;;25-janv-24
http://www.wikidata.org/entity/Q1579789;Hans Gerhard Evers;German art historian (1900-1993);ALIU Red Flag;;118946366;;8187067;n85349992;25-janv-24
http://www.wikidata.org/entity/Q90482126;Hans Heinrich Emden;German Jewish refugee, emigrant to Chile, son of Max Emden;Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q59715867;Hans Hellmut Klihm;German art dealer;ALIU Red Flag;Hans Klihm, Dr. Hans Hellmut Klihm, Hans Klim;122815319;;27963030;;25-janv-24
http://www.wikidata.org/entity/Q56598743;Hans Herbst;Director of the Dorotheum auction house in Vienna;ALIU Red Flag;"""Johann"" Herbst, Dr. Hans Herbst";;;;;25-janv-24
http://www.wikidata.org/entity/Q126681532;Hans Hermann Heimann;German Jewish doctor, art collector and Holocaust victim (1879-1942);Holocaust victim;Dr. Hanns Heyman;;;;;25-janv-24
http://www.wikidata.org/entity/Q104701624;Hans Herxheimer;German Jewish art collector murdered in Holocaust (1880-1944);Holocaust victim;Hans Herheimer, Dr. Hans Herxheimer;;;;;25-janv-24
http://www.wikidata.org/entity/Q5650147;Hans Hess;German-British art historian, curator, art festival director (1908-1975);Holocaust Aryanization or art restitution case link;;143292781;act10000650;167119812;n50046330;25-janv-24
http://www.wikidata.org/entity/Q5650147;Hans Hess;German-British art historian, curator, art festival director (1908-1975);Holocaust Aryanization or art restitution case link;;143292781;act10000650;6,52515E+21;n50046330;25-janv-24
http://www.wikidata.org/entity/Q94857088;Hans Heymann;German-American financier and art collector whose collection was seized by Nazis (1885-1949);Holocaust Aryanization or art restitution case link;Dr. Hans Heymann;139899499;act00001231;102441836;no96030257;25-janv-24
http://www.wikidata.org/entity/Q1580489;Hans Joachim Apffelstaedt;German art historian (1902-1944);ALIU Red Flag;Apfelstädt, Dr. Hans Joachim, Hans Joachim Apfelstaedt, Hans-Joachim Apffestaedt;126119783;;32980258;nr97026300;25-janv-24
http://www.wikidata.org/entity/Q102515;Hans Lachmann-Mosse;German Jewish publisher, property seized by Nazis, (1885-1944);Holocaust Aryanization or art restitution case link;;133544486;;50419165;n86027915;25-janv-24
http://www.wikidata.org/entity/Q108711277;Hans Ludwig Larsen;Dutch art collector of Wassenaar (1892-1937) whose family was persecuted by the Nazis because Jewish;Holocaust Aryanization or art restitution case link;H.L. Larsen;;;;;25-janv-24
http://www.wikidata.org/entity/Q95937;Hans Posse;"German art historian, Hitler's special representative for planned ""Führermuseum"" in Linz, Austria";ALIU Red Flag;Dr. Hans Posse, Posse, Prof Dr Hans;116269952;;49972415;nr89008596;25-janv-24
http://www.wikidata.org/entity/Q655484;Hans Purrmann;German painter (1880-1966);Holocaust Aryanization or art restitution case link;Hans Mars Purrmann, Hans Mars. Purrmann, Hans Marsilius Purrmann, Johann Marsilius Purrmann;118597175;;71561431;n81127927;25-janv-24
http://www.wikidata.org/entity/Q122861473;Hans Reger;German museum director, Sonderauftrag Linz;ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q47531169;Hans Sauermann;German art dealer (1885 - 1961);ALIU Red Flag;Hans Martin Sauermann, Sauermann, Dr Hans Martin;1042351570;act10000835;166447538;;25-janv-24
http://www.wikidata.org/entity/Q56808059;Hans Schedelmann;Art dealer;ALIU Red Flag;Schedelmann;;;317276486;;25-janv-24
http://www.wikidata.org/entity/Q19997532;Hans Schneider;Swiss-Dutch art historian, dealer and curator of the Mauritshuis at The Hague (1888-1953);ALIU Red Flag;Dr. Hans Schneider;130281867;;72495423;;25-janv-24
http://www.wikidata.org/entity/Q19753899;Hans Tintelnot;German art historian, Nazi party member;ALIU Red Flag;Hans Julius Leonhard Wilhelm August Tintelnot;136405746;;111617680;n86135378;25-janv-24
http://www.wikidata.org/entity/Q18704516;Hans W. Lange;Nazi era art dealer, auction house owner involved in works of art acquired in occupied countries (1904–1945);ALIU Red Flag;Hans Lange, Hans W Lange, Hans Walter Lange, Hans Wolfgang Lange;139634649;act10003108;102499355;;25-janv-24
http://www.wikidata.org/entity/Q19661388;Hans Wendland;German art dealer, dealt in looted art in France (1880-1965);ALIU Red Flag;Dr. Hans Otto Carl Wendland, Hans Otto Carl Wendland;117285080;;40151926;nr97041773;25-janv-24
http://www.wikidata.org/entity/Q66102218;Hans Wetzlar;art dealer (died 1977);ALIU Red Flag;Wetzlar, Dr. Hans Wetzlar, H.A. Wetzlar, Hans A. Wetzlar, Hans Alfred Wetzlar, Wetzlar, A;;;;;25-janv-24
http://www.wikidata.org/entity/Q22670686;Hansi Share;German Jewish artist and art collector, emigrant from Nazi Germany to USA (1887-1981);Holocaust Aryanization or art restitution case link;Hansi Share, Johanna Ploschitzki, Johanna Zender;116246502;;5677317;;25-janv-24
http://www.wikidata.org/entity/Q1586499;Harry Fuld;German manufacturer and art collector (1879-1932);Holocaust Aryanization or art restitution case link;Harry Fuld Senior;136471404;;80809247;;25-janv-24
http://www.wikidata.org/entity/Q117309911;Hedwig Stern;German Jewish art collector who emigrated to the USA (1898-1987);Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q116618816;Hedwig Ullmann;German Jewish art collector (1872-1945);Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q117251316;Hedwig Zach/Jadwiga Zak;French-Polish Jewish art dealer and gallery owner (deported to Auschwitz);Holocaust victim;Hedwig Kohn, Edwige Zak, Hedwige Zak, Hedwig Kon, Hedvige Zak;;;;;25-janv-24
http://www.wikidata.org/entity/Q125537772;Heinrich Graf;Austrian Jewish art collector (1892-1976);Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q57437;Heinrich Hoffmann;German photographer, personal photographer of Adolf Hitler (1885-1957);ALIU Red Flag;Heinrich Hoffman, Heinrich hoffmann;118845446;;32099473;n80138051;25-janv-24
http://www.wikidata.org/entity/Q54871962;Heinrich Leporini;Austrian art historian and museum director  (9. July 1875 - 22. Junie1964);ALIU Red Flag;Dr. Heinrich Leporini;136648878;;54634629;no90025134;25-janv-24
http://www.wikidata.org/entity/Q55006961;Heinrich Rieger;Austrian art collector deported because Jewish who died in Theresienstadt camp (1868-1942);Holocaust victim;;131888331;;297121379;no2008119220;25-janv-24
http://www.wikidata.org/entity/Q106878485;Heinrich Rothberger;Austrian entrepreneur and art collector, persecuted because Jewish (1868-1953);Holocaust Aryanization or art restitution case link;;142730238;;124755315;no2010167585;25-janv-24
http://www.wikidata.org/entity/Q1598924;Heinrich Stahl;German Jewish art collector (1868-1942), murdered in the Holocaust;Holocaust victim;;136897487;act10000002;68530888;no97004669;25-janv-24
http://www.wikidata.org/entity/Q66992;Heinz Berggruen;art dealer, author (1914-2007);Holocaust Aryanization or art restitution case link;;118850733;;56728947;n87827123;25-janv-24
http://www.wikidata.org/entity/Q19647580;Heinz Rudolf Rosemann;German art historian (1900-1977);ALIU Red Flag;;116609516;;4474615;no00043697;25-janv-24
http://www.wikidata.org/entity/Q1602213;Helga Kreuter-Eggemann;German art historian,  Reichsleiter Rosenberg Taskforce (1914-1970);ALIU Red Flag;Dr. EGGEMANN;1158957521;;39833809;no96047545;25-janv-24
http://www.wikidata.org/entity/Q94886479;Helmut Tenner;German bookseller and art dealer (1913-1986);Holocaust Aryanization or art restitution case link;;1012390047;;76754835;;25-janv-24
http://www.wikidata.org/entity/Q126095999;Helmuth Beyer;Commercial Attache, German Legation, Bern;ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q2561175;Henie-Onstad Art Centre;art museum in Bærum municipality, Norway;Holocaust Aryanization or art restitution case link;Henie Onstad Art Center;;;159201695;n84203447;25-janv-24
http://www.wikidata.org/entity/Q117837845;Henri Baudoin;French auctioneer and art collector (1876-1963);ALIU Red Flag;;;;7249740;;25-janv-24
http://www.wikidata.org/entity/Q98887;Henri Hinrichsen;German music publisher, died in Auschwitz in 1942;Holocaust Aryanization or art restitution case link;;116897899;;54912104;no96023216;25-janv-24
http://www.wikidata.org/entity/Q1608754;Herbert M. Gutmann;German Jewish banker and art collector (1879-1942);Holocaust Aryanization or art restitution case link;Herbert Max Magnus Gutmann;128787643;;29499854;nr2007008501;25-janv-24
http://www.wikidata.org/entity/Q60461097;Herbert Tannenbaum;German-American art dealer and film theorist (1892–1958);Holocaust Aryanization or art restitution case link;;118867679;;12542449;n91010316;25-janv-24
http://www.wikidata.org/entity/Q107166572;Herbert von Klemperer;German Jewish engineer, art collector and emigrant (1878-1951);Holocaust Aryanization or art restitution case link;Herbert Otto von Klemperer (Edler von Klemenau);117523828;;54928151;;25-janv-24
http://www.wikidata.org/entity/Q55627623;Herbert Wiedt;German art dealer working in Holland;ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q131577186;Herman Hamburger;German Jewish art dealer and collector;Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q40430281;Hermann Abels;art dealer in Cologne, part of well-known art dealing family (1892-1956);ALIU Red Flag;;1061219003;act10000535;311603240;;25-janv-24
http://www.wikidata.org/entity/Q15432931;Hermann Bunjes;German art historian (1911-1945);ALIU Red Flag;Bunjes, Dr Hermann;130231568;;10947085;;25-janv-24
http://www.wikidata.org/entity/Q51131634;Hermann Eissler;Jewish art collector persecuted by Nazis (1860-1953);Holocaust Aryanization or art restitution case link;Hermann Jacob Eissler;1063682088;;311756511;;25-janv-24
http://www.wikidata.org/entity/Q2647884;Hermann Göring Collection;art collection assembled through Nazi plunder by organization of Hermann Goering;ALIU Red Flag;Collection Hermann Goering, Collection Hermann Göring, Hermann Goering Collection, Hermann Göring art collection;;col10000080;;;25-janv-24
http://www.wikidata.org/entity/Q126605776;Hermann Mayer;German Jewish art collector and Holocaust victim (1894-1945);Holocaust victim;;;;;;25-janv-24
http://www.wikidata.org/entity/Q1612982;Hermann Voss;"German art historian, Director of Adolf Hitler's Linz Museum Project (""Special Commission: Linz"")";ALIU Red Flag;Herman Voss;117450502;act10000433;44473159;n2004021237;25-janv-24
http://www.wikidata.org/entity/Q15815401;Hermine Feist;German porcelain collector (1855-1933);Holocaust Aryanization or art restitution case link;Hermine Antonie Feist, Hermine Wollheim;1017072558;;200692834;;25-janv-24
http://www.wikidata.org/entity/Q118150381;Hermine Lasus;Austrian art collector, Jewish refugee from Nazis;Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q62661;Herwarth Walden;German artist and art collector (1878-1941);Holocaust Aryanization or art restitution case link;Georg Levin, Georg Lewin, Herwarth Georg Lewin Walden;118770950;;24745197;n84115148;25-janv-24
http://www.wikidata.org/entity/Q15126735;Hildebrand Gurlitt;German art dealer authorized by Third Reich to sell looted art, historian;ALIU Red Flag;H. Gurlitt;116930683;;59848458;no2002000447;25-janv-24
http://www.wikidata.org/entity/Q18545007;Hirschl & Adler Galleries;art gallery in New York;Holocaust Aryanization or art restitution case link;Hirschl & Adler, Hirschl and Adler Galleries;;;152413019;n50058114;25-janv-24
http://www.wikidata.org/entity/Q48861204;Hohenlohe-Werke;German Jewish owned Company taken over by Reichswerke Hermann Göring in 1939;Holocaust Aryanization or art restitution case link;Zakłady Hohenlohego;1182373593;;7,21555E+19;;25-janv-24
http://www.wikidata.org/entity/Q131844024;Hollander & Kohn;Dutch Jewish owned business Aryanized under the Nazis;Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q3145483;Hôtel Drouot;Paris auction house;ALIU Red Flag;Drouot-Richelieu, Hotel Drouot;3005837-5;;;;25-janv-24
http://www.wikidata.org/entity/Q18704505;Howard Young;American art collector and art dealer (1878-1972);Holocaust Aryanization or art restitution case link;H. Young, S Howard Young, Stephen Howard Young;;;;;25-janv-24
http://www.wikidata.org/entity/Q68557515;Hubertus Braunkohlen-Aktiengesellschaft;German coal company owned by the Jewish industrialists Petschek and Aryanized under Nazis;Holocaust Aryanization or art restitution case link;Hubertus Braunkohlen AG;1185804765;;6,96616E+21;;25-janv-24
http://www.wikidata.org/entity/Q123050520;Hugo Barcas;Spanish industrialist and intermediary in art  during WWII;ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q124365478;Hugo Blitz;Austrian Jewish real estate agent, art collector and refugee from Nazis (1875-1955);Holocaust Aryanization or art restitution case link;;1057765228;act10000725;310598114;;25-janv-24
http://www.wikidata.org/entity/Q126366794;Hugo Daniel Andriesse;Dutch art collector and industrialist (1867-1942);Holocaust Aryanization or art restitution case link;Hugo Daniel;;;2,14168E+20;;25-janv-24
http://www.wikidata.org/entity/Q69010980;Hugo Engel;German art dealer, gallery owner;ALIU Red Flag;;;act20000075;;;25-janv-24
http://www.wikidata.org/entity/Q15550099;Hugo Helbing;German art dealer and auctioneer, dispossessed and murdered by Nazis (1863-1938);Holocaust Aryanization or art restitution case link;Galerie Helbing;116681454;act10000019;47519639;;25-janv-24
http://www.wikidata.org/entity/Q1635718;Hugo Simon;German Jewish banker, art collector and refugee from Nazis (1880-1950);Holocaust Aryanization or art restitution case link;;129962317;;77408512;no2012045861;25-janv-24
http://www.wikidata.org/entity/Q131457409;Ignatz Pick;Austrian Jewish art collector plundered by Nazis (1870-1941);Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q97486396;Ildebrando Bossi;art dealer;ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q115477727;Ilse Hesselberger;German Jewish art collector murdered by Nazis (1888 - 1941);Holocaust victim;Ilse Minna Rosalie Wertheim, Ilse Hesselberger (née Wertheim), Minna Rosa Wertheim;;;;;25-janv-24
http://www.wikidata.org/entity/Q95482349;Irene Beran;Czech art collector (1886-1979);Holocaust Aryanization or art restitution case link;;116726083X;;1,91499E+19;;25-janv-24
http://www.wikidata.org/entity/Q106238931;Irene Hellmann;Austrian patron of the arts killed at Auschwitz (1882-1944);Holocaust victim;Irene Hellmann-Redlich, Irene Redlich, Irene Rosa Hellmann, Irene Rosa Redlich;134417180X;;2,16145E+20;no2015128457;25-janv-24
http://www.wikidata.org/entity/Q131439343;Irma Austin-Löwenstein;Austrian Jewish art collector plundered by Nazis (1892-1972);Holocaust Aryanization or art restitution case link;Irma Austin, Irma Brunninghausen, Irma Löwenstein Austin;;;;;25-janv-24
http://www.wikidata.org/entity/Q112331783;Irmgard Fritsch;German art dealer and collector;ALIU Red Flag;Irmgart Fritsch;;;;;25-janv-24
http://www.wikidata.org/entity/Q47311228;Isador Rosner;French art dealer;ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q18626060;Isidor Bach;German Jewish entrepreneur and art collector refugee from Nazis (1849-1946);Holocaust Aryanization or art restitution case link;;1032923083;;298555550;;25-janv-24
http://www.wikidata.org/entity/Q43197037;Ismar Littmann;German Jewish lawyer and art collector, persecuted by Nazis, suicide (1878-1934);Holocaust Aryanization or art restitution case link;;136696775;act20000127;2,57116E+21;no2019028283;25-janv-24
http://www.wikidata.org/entity/Q43197037;Ismar Littmann;German Jewish lawyer and art collector, persecuted by Nazis, suicide (1878-1934);Holocaust Aryanization or art restitution case link;;136696775;act20000127;56478299;no2019028283;25-janv-24
item;itemLabel;itemDescription;status;altNames;GND;Proveana;VIAF;LCCN;25-janv-24
http://www.wikidata.org/entity/Q28595266;J. Dreyfus & Co.;German bank Aryanized by Nazis;Holocaust Aryanization or art restitution case link;;;;155607545;;25-janv-24
http://www.wikidata.org/entity/Q94967732;Jacques Bacri;French Jewish art collector and dealer persecuted during the Nazi occupation (1911-1965);Holocaust Aryanization or art restitution case link;;;;5,54715E+21;;25-janv-24
http://www.wikidata.org/entity/Q17177416;Jacques Dubourg;French art dealer (1897-1981);ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q1293460;Jacques Rosenthal;German Jewish antiquarian seller and bookseller (1854-1937);Holocaust Aryanization or art restitution case link;;116625910;;17394594;;25-janv-24
http://www.wikidata.org/entity/Q6121082;Jacquier and Securius Bank;private bank in Germany;Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q1679058;Jakob Goldschmidt;German Jewish banker persecuted by Nazis (1882-1955);Holocaust Aryanization or art restitution case link;;124538614;evt10000447;47696878;no2012028368;25-janv-24
http://www.wikidata.org/entity/Q1679058;Jakob Goldschmidt;German Jewish banker persecuted by Nazis (1882-1955);Holocaust Aryanization or art restitution case link;;124538614;act10000255;47696878;no2012028368;25-janv-24
http://www.wikidata.org/entity/Q1679058;Jakob Goldschmidt;German Jewish banker persecuted by Nazis (1882-1955);Holocaust Aryanization or art restitution case link;;124538614;col10000220;47696878;no2012028368;25-janv-24
http://www.wikidata.org/entity/Q106629169;Jakob Oppenheimer;German art dealer and art collector plundered by Nazis (1879-1941);Holocaust Aryanization or art restitution case link;;142894362;act10000068;160193266;;25-janv-24
http://www.wikidata.org/entity/Q98072146;Jakob Scheidwimmer;Nazi art dealer (b. 1895;ALIU Red Flag;Jacob Schweidwimmer, Jacob Scheidwimmer, Schweidwimmer, Jakob;;act10000481;;;25-janv-24
http://www.wikidata.org/entity/Q98072146;Jakob Scheidwimmer;Nazi art dealer (b. 1895;ALIU Red Flag;Jacob Scheidwimmer, Schweidwimmer, Jakob, Jacob Schweidwimmer;;act10000481;;;25-janv-24
http://www.wikidata.org/entity/Q1681344;James von Bleichröder;German Jewish jurist and art collector (1859-1937);Holocaust Aryanization or art restitution case link;;143256408;;163171338;;25-janv-24
http://www.wikidata.org/entity/Q97323691;Jane Weyll;art dealer;ALIU Red Flag;Jeanne Weyll;;;;;25-janv-24
http://www.wikidata.org/entity/Q125498623;Jean Cassel;Belgian banker and art collector  1882 - 1952;Holocaust Aryanization or art restitution case link;Jean Germain Léon Cassel, Baron Cassel van Doorn, Jean Germain Léon Cassel, Baron Cassel;;;;;25-janv-24
http://www.wikidata.org/entity/Q47487008;Jean Charpentier;French art gallery owner;ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q47310876;Jean Paul Louis Duthey;French art dealer on ALIU Red Flag List;ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q63981732;Jean Schmit;art dealer, antique dealer (1895-1975);ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q109927021;Jean-François Lefranc;French art dealer, Vichy-appointed administrator of the Schloss Collection;ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q73730320;Jenny Steiner;Austro-Hungarian arts collector (1863–1958);Holocaust Aryanization or art restitution case link;Eugenie Steiner, Eugenie Pulitzer;;;169861429;no2011045029;25-janv-24
http://www.wikidata.org/entity/Q6202160;Jindřich Waldes;Czech entrepreneur and art collector murdered in Holocaust (1878-1941);Holocaust victim;;122092759;act10000412;55020467;n00009745;25-janv-24
http://www.wikidata.org/entity/Q96282;Joachim Werner;German archaeologist (1909-1994);ALIU Red Flag;;118767127;;110608140;n84159195;25-janv-24
http://www.wikidata.org/entity/Q94689256;Joachim Wolfgang von Moltke;German art historian and director of the Kunsthalle Bielefeld in Bielefeld (1909-2002);ALIU Red Flag;J.W. von Moltke, Joachim Wolfgang Graf von Moltke;119146517;;51789595;n95008580;25-janv-24
http://www.wikidata.org/entity/Q100323618;Johanna Margarete Stern;German Jewish art collector and Holocaust victim (1874-1944);Holocaust Aryanization or art restitution case link;Johanna Margareta Stern-Lippmann, Johanna Margarethe Stern-Lippmann, Margaretha Stern-Lippmann;;;;;25-janv-24
http://www.wikidata.org/entity/Q108541201;Johanna Meyer-Udewald;German Jewish dentist and art collector murdered in the Holocaust;Holocaust Aryanization or art restitution case link;Dr. Johanna Meyer-Udewald, Dr. Meyer-Udewald, Johanna Rosa Meyer-Udewald;;;;;25-janv-24
http://www.wikidata.org/entity/Q28977099;Johannes Hinrichsen;German sculptor and art dealer,  early buyer for Goering (1884-1971);ALIU Red Flag;;1174854103;;20715044;;25-janv-24
http://www.wikidata.org/entity/Q77764;Josef Bürckel;German Nazi politician, Gauleiter of Vienna (1895–1944);ALIU Red Flag;Josef Buerckel;119209519;;37721569;n86030678;25-janv-24
http://www.wikidata.org/entity/Q105045472;Josef Morgenstern;Jewish art collector murdered in Auschwitz (1886-194?);Holocaust victim;Dr. Josef Morgenstern, J. Mogenstern;;;;;25-janv-24
http://www.wikidata.org/entity/Q57552668;Josef Mühlmann;art historian, art dealer, involved in Nazi art looting (1866–1972);ALIU Red Flag;Joseph Mühlmann, Joseph Muehlmann;;;;;25-janv-24
http://www.wikidata.org/entity/Q686396;Josef Thorak;Austrian sculptor (1889–1952);ALIU Red Flag;j. thorak, josef thorak, joseph thorak, Joseph Thorak, thorak;119150204;;57418689;n2004075306;25-janv-24
